,precinct,registered_voters,Parag Gupta,Natalie Gee,Greg Hardeman,Frances Hsieh,Michela Alioto-Pier,Jade Tu,Leah Lacroix,Sandra Lee Fewer,Connie Chan,Mike Chen,Queena Chen,Dan Calamuci,Lanier Coles,Sara Barz,Jen Nossokoff,Catherine Stefani,Marjan Philhour,Mano Raju,Hene Kelly,Gordon Mar,Brian Quan,votes_cast,turnout,geometry,demsForChange,laborAndWorkingFamilies,unaffiliated,demsForChange_percentage,demsForChange_percentage_bin
32,9732,850,136,142,151,152,152,115,146,155,158,100,115,112,97,98,20,226,98,156,150,161,90,2730,321.2,"POLYGON ((-122.44428399975767 37.72909399978541, -122.44427700008497 37.72826200023652, -122.44370700017258 37.72830399984173, -122.44366399961658 37.72830399984173, -122.44379099983817 37.728232999869334, -122.44442299967484 37.72779899977922, -122.44468799998873 37.72758299988005, -122.44504100016613 37.72729500021872, -122.44560299968262 37.72673399999409, -122.44572400005644 37.7266129997368, -122.44595300038527 37.72636499974847, -122.44630800021254 37.72597800021905, -122.44639100005323 37.72586299978009, -122.44686399988123 37.72521300030566, -122.4472010001651 37.724638000333286, -122.44723700015012 37.72456899983769, -122.44753400025104 37.72400499967865, -122.44758600012958 37.723880000311716, -122.4476010001982 37.72383499972065, -122.44787800020762 37.72300500025786, -122.44809800031567 37.72300500025786, -122.44917799986598 37.72300300006645, -122.44948400018774 37.72300300006645, -122.44954600011204 37.72301100012129, -122.44961499970898 37.72301900017527, -122.44989300044163 37.723033000089984, -122.4500730003667 37.72304199988155, -122.45159599960785 37.723033000089984, -122.45179399997457 37.72304799974194, -122.4521210002127 37.72313199986835, -122.45233499957463 37.72318000010083, -122.4531050004019 37.723269999919964, -122.45314300003672 37.72328000012995, -122.45402099992067 37.72346500021871, -122.45411600035524 37.72348900023095, -122.45416099966279 37.72349500005517, -122.4550700004072 37.72368699985746, -122.45513599963112 37.723704000260064, -122.45517400016426 37.72370900033593, -122.45519500008066 37.7237139997009, -122.45608800003325 37.723902000022356, -122.45614900013263 37.72391599977017, -122.45650800015783 37.72400199978725, -122.45649499973902 37.724073000263125, -122.45647200017281 37.724200999898294, -122.45644000038575 37.7244150002709, -122.45643000034 37.72470999991694, -122.4564439996854 37.72492099967521, -122.45648600041652 37.72514700019088, -122.45654900016571 37.72541900009194, -122.45654599979265 37.72571300029836, -122.45658199977765 37.725809000229034, -122.4564370000127 37.726277000240565, -122.45641799974612 37.7264949997829, -122.45642199994408 37.726619000018445, -122.45645200008133 37.72675499987769, -122.45651800020357 37.7271679999308, -122.45653699957181 37.72758999976168, -122.45653300027217 37.72790300008489, -122.45649999976192 37.72820200015025, -122.45643100016491 37.72858799976105, -122.45643000034 37.72870700030658, -122.4562179997296 37.72874399992379, -122.4558729999481 37.72881300008222, -122.45560299961134 37.728840000188505, -122.45524199993632 37.72884800032338, -122.45478400017694 37.72880999967507, -122.45456200041909 37.72878100023298, -122.45420699969351 37.72878700033897, -122.45399599980634 37.7288029999088, -122.4540019996541 37.729166000010586, -122.45400699967699 37.72944800015926, -122.45407199997432 37.72983399966986, -122.4533940001069 37.72983700003548, -122.45322099985451 37.72986300012058, -122.45244199970475 37.729865999774574, -122.45113500037368 37.72987199979266, -122.4488549998258 37.72988199982173, -122.44656900032845 37.72989199984944, -122.44429100032868 37.729897000218045, -122.44428399975767 37.72909399978541))",1224,1486,20,45.1660516605166,45-50%
33,9723,278,51,41,35,36,28,34,30,28,35,24,23,38,29,23,6,47,22,34,33,39,26,662,238.1,"POLYGON ((-122.47593700027798 37.73011899976041, -122.47587000033084 37.73005299975473, -122.47531899978671 37.73004299974875, -122.47518999991527 37.72997000001938, -122.47511999959508 37.72985599974335, -122.47507000026467 37.72906600011315, -122.47485699982933 37.7290100000263, -122.47495599956355 37.7279729999898, -122.47499900011958 37.72692500023866, -122.47510899972443 37.7256920001193, -122.4751499997323 37.72491799982092, -122.47519300028833 37.724123000047015, -122.4752479996416 37.723104000073654, -122.47535300012188 37.72118100006491, -122.47535300012188 37.72102800032682, -122.4753470002741 37.72091399978707, -122.47563299960605 37.72081499988659, -122.47589200007214 37.72077799986113, -122.47607399964703 37.720755000162455, -122.47702100002627 37.720773000297946, -122.47887600042672 37.72083900004687, -122.47898799968142 37.720844000316134, -122.47898199983364 37.72091200024978, -122.4806690000046 37.72097199984675, -122.48088400008974 37.72097600033925, -122.48103899990046 37.72087900005987, -122.48109599980187 37.72084800010496, -122.48114000018279 37.72086300019938, -122.48209599988456 37.72168899976177, -122.48211000012826 37.72184800022388, -122.48220800003757 37.72191699970154, -122.48231599999258 37.72193500026525, -122.4824359996432 37.72185799991532, -122.48249599991765 37.72172200030134, -122.48292500026305 37.721340999959224, -122.4830759998758 37.72126200017453, -122.48332000027324 37.72126500017689, -122.4843029997392 37.721277000185104, -122.48449600008306 37.72125999993605, -122.4846600001146 37.721195000327064, -122.48477499974231 37.72108000027794, -122.48503289617891 37.72107800074508, -122.48503294558625 37.72107795313714, -122.48513700373381 37.72107920089111, -122.48514299998834 37.72290400011566, -122.48512200007194 37.72316600021386, -122.48512700009482 37.72394800030046, -122.48511600022415 37.72401400006262, -122.48509600013269 37.72412399977238, -122.48509199993474 37.72413399986706, -122.48401499985913 37.726701000266466, -122.4839570001328 37.726932999869874, -122.48395299993483 37.72702500018512, -122.48381099964462 37.7270290003507, -122.48182100042325 37.7271679999308, -122.48224700039563 37.72804299982855, -122.48279600039162 37.72862999989183, -122.48060799990522 37.72923200009626, -122.4798179998848 37.72938200026604, -122.47933699966086 37.72946499994994, -122.47855800040941 37.729448999812696, -122.4785850001736 37.72981299994885, -122.47857699977767 37.72991199990089, -122.47851700040154 37.73000899971832, -122.47840600007345 37.73009099976521, -122.47828899989757 37.7301349997529, -122.47726200005071 37.73013600010754, -122.47606399960128 37.7301520000964, -122.47593700027798 37.73011899976041))",322,334,6,49.08536585365854,45-50%
34,1128,657,95,116,108,118,119,102,108,108,124,91,87,99,81,97,16,153,81,127,107,127,87,2151,327.4,"POLYGON ((-122.43525899979728 37.73150699975109, -122.43524700010173 37.731504999789294, -122.43532900011748 37.73140700017306, -122.43541000030835 37.73127700023555, -122.43544200009538 37.73120099999147, -122.43544276995159 37.7312011953704, -122.43546382646186 37.731150044431345, -122.4354639998367 37.73114999967175, -122.43549399997393 37.73107799995468, -122.43557799963952 37.73093699992108, -122.4356250003935 37.73085900005922, -122.43573900019632 37.730775999806305, -122.43584899980117 37.73069599979122, -122.43616599999356 37.730581000284225, -122.43645399987366 37.73052200029481, -122.43659100014101 37.7304939997415, -122.43653699971432 37.730449000327155, -122.43647999981295 37.730400000191736, -122.43641000039105 37.730339999706224, -122.4351960000481 37.72930000014456, -122.43575000006697 37.72867100033486, -122.4363719998579 37.72796400008694, -122.43680500040126 37.7271679999308, -122.43808499996813 37.72786100025232, -122.4382320002812 37.72775600021134, -122.43832099996969 37.72760699997893, -122.43832500016767 37.72745899983751, -122.4382459996266 37.72721000015638, -122.43816100013612 37.72687199972914, -122.4382170002126 37.726510999847896, -122.43876299983556 37.725508000325945, -122.43918200013523 37.72573200035375, -122.43961700032841 37.72596499985097, -122.44051699995369 37.72644700027773, -122.44096800004039 37.726688999715996, -122.44143699967044 37.72693999981289, -122.44110299975961 37.727447000120314, -122.4419339997879 37.72779899977922, -122.44272100033359 37.728133000132985, -122.44292200017503 37.72821999989703, -122.44303599997785 37.72826900005397, -122.44321900027595 37.728290000212766, -122.44332999970574 37.72830300017278, -122.44366399961658 37.72830399984173, -122.44307500033594 37.72863399997071, -122.44272200015851 37.7287940001068, -122.44196999977291 37.72913600033971, -122.44180099971852 37.729201999741676, -122.44122999998122 37.729423000292726, -122.44113500044497 37.72946000026267, -122.44078100044263 37.729605000293134, -122.44025599983777 37.7298200003302, -122.440101999852 37.729877999810256, -122.43980099955309 37.7301009997647, -122.43959700023692 37.730176999716775, -122.43955799987883 37.73019099969944, -122.4385410000777 37.73056800001361, -122.43819100027333 37.73069799977492, -122.43701200009049 37.731118000121896, -122.43644999967572 37.731333000028904, -122.43613300038162 37.73147000009346, -122.4358920003572 37.73157699980165, -122.43560100010404 37.73159599977351, -122.43540399956224 37.73162199995143, -122.43516699973577 37.73165299965982, -122.43525899979728 37.73150699975109))",1005,1130,16,47.07259953161593,45-50%
35,1129,637,102,109,102,113,113,80,100,91,113,82,80,98,90,84,13,142,74,110,87,112,68,1963,308.2,"POLYGON ((-122.43014899977891 37.732338999785675, -122.42956999964568 37.732292999746136, -122.42917200016073 37.73222700025724, -122.42853000027831 37.73212099968478, -122.42820600041321 37.73205199976682, -122.42803800018373 37.7320160000003, -122.42820300004016 37.73185100019532, -122.42868599991394 37.73136500019633, -122.42887300040998 37.731174999665676, -122.42930400040521 37.73074200011242, -122.42937800002504 37.730720000302156, -122.43008000018193 37.73000400006777, -122.43011199996899 37.72997099966582, -122.43019900000762 37.72987199979266, -122.43082800036954 37.72923899982203, -122.43125000014396 37.72881799981318, -122.43129399962658 37.72872999966757, -122.43180099978977 37.72824900026931, -122.43236300020457 37.72771700003645, -122.43439000013417 37.72868899996765, -122.43441400042359 37.7287010001941, -122.43447899982259 37.728731999704316, -122.43453200042435 37.72876400028523, -122.4349149998407 37.72899500016081, -122.43517799960644 37.72920300010893, -122.4351960000481 37.72930000014456, -122.43641000039105 37.730339999706224, -122.43647999981295 37.730400000191736, -122.43653699971432 37.730449000327155, -122.43659100014101 37.7304939997415, -122.43645399987366 37.73052200029481, -122.43616599999356 37.730581000284225, -122.43584899980117 37.73069599979122, -122.43573900019632 37.730775999806305, -122.4356250003935 37.73085900005922, -122.43557799963952 37.73093699992108, -122.43549399997393 37.73107799995468, -122.4354639998367 37.73114999967175, -122.43546382646186 37.731150044431345, -122.43544276995159 37.7312011953704, -122.43544200009538 37.73120099999147, -122.43541000030835 37.73127700023555, -122.43532900011748 37.73140700017306, -122.43524700010173 37.731504999789294, -122.43514599981941 37.7314949999794, -122.43502500034387 37.731542000139854, -122.43450499976188 37.73174200021719, -122.43443799981472 37.73164200024605, -122.43368499960422 37.73185300014777, -122.43344699995286 37.731920000300576, -122.4328650003449 37.73206000026511, -122.43264299968875 37.7321129999035, -122.43184000014783 37.73225399982922, -122.43178900009418 37.732257999712346, -122.43171600029926 37.732283000042656, -122.43130500039553 37.73232799976338, -122.43094800002015 37.732338000171254, -122.43034499959748 37.73235500000895, -122.43014899977891 37.732338999785675))",933,1017,13,47.84615384615385,45-50%
36,9735,732,164,139,125,137,165,138,125,131,155,141,116,150,136,143,23,200,126,147,130,140,136,2867,391.7,"POLYGON ((-122.43516599991088 37.73234700025301, -122.43508100042037 37.73232100032959, -122.43499299965852 37.73229499968665, -122.43545799998893 37.7320929997361, -122.43667900000457 37.731538000218045, -122.43603700012216 37.73156700000148, -122.4358920003572 37.73157699980165, -122.43613300038162 37.73147000009346, -122.43644999967572 37.731333000028904, -122.43701200009049 37.731118000121896, -122.43819100027333 37.73069799977492, -122.4385410000777 37.73056800001361, -122.43955799987883 37.73019099969944, -122.43959700023692 37.730176999716775, -122.43980099955309 37.7301009997647, -122.440101999852 37.729877999810256, -122.44025599983777 37.7298200003302, -122.44078100044263 37.729605000293134, -122.44113500044497 37.72946000026267, -122.44122999998122 37.729423000292726, -122.44180099971852 37.729201999741676, -122.44196999977291 37.72913600033971, -122.44272200015851 37.7287940001068, -122.44307500033594 37.72863399997071, -122.44366399961658 37.72830399984173, -122.44370700017258 37.72830399984173, -122.44427700008497 37.72826200023652, -122.44428399975767 37.72909399978541, -122.44429100032868 37.729897000218045, -122.44429800000138 37.73070799969244, -122.44429499962831 37.73107000006072, -122.44429999965121 37.73151799989534, -122.44430200019934 37.73160499994545, -122.44429999965121 37.73227700021988, -122.44431399989489 37.73234700025301, -122.44202699967433 37.73235699994784, -122.43974799984966 37.732367999965824, -122.43746200035228 37.73237700004393, -122.4362379999636 37.73238200024472, -122.43541299978308 37.73238600012094, -122.43516599991088 37.73234700025301))",1499,1345,23,52.707454289732766,50-55%
37,9449,284,42,37,14,22,67,64,13,22,49,60,21,35,46,40,8,82,46,19,16,45,46,794,279.6,"POLYGON ((-122.49393000029738 37.73380900027225, -122.49388199971845 37.73312799970681, -122.49382700036521 37.73237500010563, -122.4938070002737 37.73190599993432, -122.49376200006786 37.73117999994764, -122.49371900041015 37.730585999895816, -122.4936950001207 37.73024199996917, -122.4936669996333 37.73000400006777, -122.49364400006709 37.7298220003375, -122.49362399997561 37.72973100030462, -122.49352900043937 37.729593999864704, -122.49416999959855 37.729427999982505, -122.49454899971526 37.72933500015555, -122.49568799971513 37.72905899966052, -122.49603500004474 37.72901200005553, -122.49635700026003 37.729033999662725, -122.49669899966847 37.7291240001838, -122.49701699968578 37.72930299982137, -122.49723299959585 37.72948999980228, -122.49735399996968 37.72966800032571, -122.49736400001544 37.72968900008778, -122.49787100017863 37.73073000021676, -122.49806000032451 37.73116499981121, -122.49812700027168 37.73133199969042, -122.4981439999901 37.73137399968587, -122.49818900019595 37.731532999960265, -122.49819300039393 37.73191199978716, -122.49810700018018 37.73226800012962, -122.49745600007695 37.73301299971401, -122.49675999976785 37.73358600011745, -122.49668500032308 37.733697999721635, -122.49663599991928 37.73377100003846, -122.49659900010936 37.733814999970846, -122.49656399994927 37.733855999674375, -122.49644900032153 37.73387699966968, -122.49440300012539 37.73395999999888, -122.49394199999293 37.73398099996468, -122.49393000029738 37.73380900027225))",528,258,8,67.17557251908397,65-70%
38,9451,609,110,83,32,48,124,119,57,58,100,116,44,71,95,73,11,197,101,32,34,83,104,1692,277.8,"POLYGON ((-122.48465400026679 37.73423000032328, -122.48451500034963 37.73231600012469, -122.48442300028813 37.73101299972563, -122.485301999997 37.73094600017312, -122.48617900005607 37.730878999849445, -122.48617700040623 37.730591000217544, -122.48631100030053 37.73022099965342, -122.48643000012622 37.7299769996754, -122.48650200009625 37.72983100001457, -122.48651600033995 37.729802000261806, -122.48656599967036 37.72966099992999, -122.48660599985331 37.729554999947204, -122.48672399985409 37.729587000172494, -122.48888999970085 37.73025700029256, -122.48899199980812 37.73027700024542, -122.48920500024346 37.73031900012876, -122.48958000016216 37.730285999867185, -122.48990099965421 37.73016499972955, -122.49013500000596 37.73000299971134, -122.49042500043417 37.72969199974883, -122.4904970004042 37.72962600007314, -122.49055900032847 37.729548000251306, -122.49097400043016 37.7291120000259, -122.4914189997708 37.72888299983744, -122.49176000025264 37.72881500011673, -122.49192299956094 37.72881500011673, -122.49202800004124 37.72881500011673, -122.49216100011061 37.728836000120744, -122.49239999958692 37.72890500019346, -122.4927860002746 37.72908200033314, -122.49315500034555 37.72927700025015, -122.49339399982183 37.72943699970745, -122.49352900043937 37.729593999864704, -122.49362399997561 37.72973100030462, -122.49364400006709 37.7298220003375, -122.4936669996333 37.73000400006777, -122.4936950001207 37.73024199996917, -122.49371900041015 37.730585999895816, -122.49376200006786 37.73117999994764, -122.4938070002737 37.73190599993432, -122.49382700036521 37.73237500010563, -122.49388199971845 37.73312799970681, -122.49393000029738 37.73380900027225, -122.49394199999293 37.73398099996468, -122.49378399980918 37.7339890002546, -122.49334500031635 37.73400899990987, -122.49225900001991 37.734057999788384, -122.49129400009731 37.734095999874874, -122.49045200019836 37.73412699996836, -122.48886100028685 37.73422500024729, -122.4881809998713 37.73425699987534, -122.48729899978936 37.734299999930926, -122.48641199968456 37.7343429999616, -122.48601400019965 37.73436300023169, -122.48587100008447 37.73437000018284, -122.48551799990707 37.73435600027983, -122.48497300010904 37.73437799972027, -122.48471000034331 37.73438900014846, -122.48465400026679 37.73423000032328))",1110,571,11,66.03212373587151,65-70%
39,9734,836,187,149,131,139,202,177,138,134,178,192,122,159,165,183,17,274,169,144,124,157,168,3309,395.8,"POLYGON ((-122.44260599980755 37.73454700004754, -122.44245199982176 37.7345040001354, -122.44233999966875 37.73444999978074, -122.44208500029895 37.73443099983078, -122.44201099978078 37.734403000045226, -122.442004999933 37.73381199976635, -122.44200199955996 37.733098000220096, -122.44203300042041 37.73302600026583, -122.44202699967433 37.73235699994784, -122.44431399989489 37.73234700025301, -122.44429999965121 37.73227700021988, -122.44430200019934 37.73160499994545, -122.44429999965121 37.73151799989534, -122.44429499962831 37.73107000006072, -122.44429800000138 37.73070799969244, -122.44429100032868 37.729897000218045, -122.44656900032845 37.72989199984944, -122.4488549998258 37.72988199982173, -122.44885999984866 37.7306899998399, -122.44886300022172 37.73112900032393, -122.44886599969647 37.73150899971288, -122.44886599969647 37.731542999765075, -122.44886599969647 37.73157800013683, -122.44886599969647 37.7316440002042, -122.4488690000695 37.73232599982376, -122.44887300026745 37.733069000325855, -122.44887800029035 37.733809999866814, -122.44833000011926 37.73381199976635, -122.44833099994416 37.73428000035426, -122.4473190001659 37.73428299982933, -122.44704899982914 37.73425199980117, -122.44684899981263 37.7341770000689, -122.44653599981815 37.73399199974141, -122.44639199987814 37.73389399986455, -122.44618699983872 37.73382399987307, -122.44602299980717 37.73381699987024, -122.44578199978277 37.733849999979114, -122.44569499974412 37.73397099977871, -122.44538599994763 37.73424499983886, -122.44534999996263 37.73432200009845, -122.44535400016058 37.73454899992723, -122.4449540001275 37.73455200010179, -122.44433700035944 37.73455700015571, -122.44297099968053 37.73456400008852, -122.44274100042509 37.73456400008852, -122.44260599980755 37.73454700004754))",1876,1416,17,56.98663426488457,55-60%
40,9452,549,74,61,44,52,106,82,43,48,74,88,41,66,82,65,10,130,91,44,42,65,77,1385,252.3,"POLYGON ((-122.47517300019682 37.734562000209294, -122.47506299969366 37.732494999861494, -122.47497200035536 37.73107200003427, -122.47490799988296 37.73040899979855, -122.47488799979149 37.72983199966283, -122.47485699982933 37.7290100000263, -122.47507000026467 37.72906600011315, -122.47511999959508 37.72985599974335, -122.47518999991527 37.72997000001938, -122.47531899978671 37.73004299974875, -122.47587000033084 37.73005299975473, -122.47593700027798 37.73011899976041, -122.47606399960128 37.7301520000964, -122.47726200005071 37.73013600010754, -122.47828899989757 37.7301349997529, -122.47840600007345 37.73009099976521, -122.47851700040154 37.73000899971832, -122.47857699977767 37.72991199990089, -122.4785850001736 37.72981299994885, -122.47855800040941 37.729448999812696, -122.47933699966086 37.72946499994994, -122.4798179998848 37.72938200026604, -122.48060799990522 37.72923200009626, -122.48279600039162 37.72862999989183, -122.48224700039563 37.72804299982855, -122.48182100042325 37.7271679999308, -122.48381099964462 37.7270290003507, -122.48395299993483 37.72702500018512, -122.4839570001328 37.72708999965159, -122.48405300039227 37.72741199992754, -122.48540499992917 37.7290189998021, -122.48572200012157 37.72929200005852, -122.48647299978391 37.72950399991483, -122.48660599985331 37.729554999947204, -122.48656599967036 37.72966099992999, -122.48651600033995 37.729802000261806, -122.48650200009625 37.72983100001457, -122.48643000012622 37.7299769996754, -122.48631100030053 37.73022099965342, -122.48617700040623 37.730591000217544, -122.48617900005607 37.730878999849445, -122.485301999997 37.73094600017312, -122.48442300028813 37.73101299972563, -122.48451500034963 37.73231600012469, -122.48465400026679 37.73423000032328, -122.48471000034331 37.73438900014846, -122.48407500013356 37.7344150000561, -122.48388099996482 37.734423000299124, -122.4837820002306 37.734432000127384, -122.48367500010049 37.7344329997136, -122.48321599961785 37.734454999841546, -122.48287500003431 37.734471999903654, -122.48235100015269 37.734497000196875, -122.48211000012826 37.73450900019256, -122.48202100043983 37.73451299995382, -122.48189699969295 37.734519000305866, -122.4814869996141 37.734536999938015, -122.48113299961179 37.73455200010179, -122.4802539999029 37.73458999993476, -122.47970300025708 37.734613999893945, -122.47954699972317 37.73461899994367, -122.47936900034624 37.73462900004212, -122.47870599964911 37.73465199969508, -122.47802299975879 37.734676000344614, -122.4771859998827 37.73470599990237, -122.47708899979833 37.73470400002697, -122.47518900009035 37.73476199994419, -122.47517300019682 37.734562000209294))",861,514,10,62.61818181818182,60-65%
41,9721,464,104,59,52,53,139,95,44,50,77,99,45,91,93,85,7,150,94,53,47,62,87,1586,341.8,"POLYGON ((-122.47156899970113 37.734707000195264, -122.47169500009784 37.7345740001944, -122.47174899962619 37.734220000171, -122.4717629998699 37.733853000182, -122.47180100040305 37.733261000173755, -122.47150799960177 37.73322900011529, -122.47132199982894 37.733234999860876, -122.47139999964674 37.73193700023429, -122.47159700018854 37.7319500002645, -122.47188500006861 37.73195600011378, -122.47194100014512 37.73110499994556, -122.47166699961043 37.730983000092515, -122.4714540000734 37.73095099976006, -122.4705309999836 37.730530999886795, -122.47008999994264 37.73033799971291, -122.46931199961777 37.73001299972272, -122.46905600042304 37.729913000258556, -122.46882899974402 37.729802000261806, -122.46871599976612 37.72974100035279, -122.46857900039709 37.729644999835095, -122.46847999976455 37.729575999741385, -122.46832300030404 37.72944400012434, -122.46816699977013 37.72924299986802, -122.46804999959426 37.729030999975016, -122.46768100042162 37.72835400032181, -122.46758599998707 37.72819300027521, -122.46739600001625 37.727920000230284, -122.46728399986327 37.72780299990299, -122.46723000033492 37.727750000021814, -122.46670399990512 37.72731700033598, -122.46665299985149 37.72725999995411, -122.46669800005736 37.7271769999304, -122.4667440000881 37.72708400011859, -122.46742100013063 37.726678999966225, -122.46775800041452 37.72652699990939, -122.4681819998387 37.72638999993674, -122.46903100030869 37.726282000142724, -122.4691860001194 37.72629999964569, -122.46985700031412 37.72632099965235, -122.47045800018867 37.72649299968569, -122.47084399997803 37.72672000006841, -122.47113199985813 37.72678800029173, -122.47170299959544 37.726807999760425, -122.47195899968848 37.72681800020323, -122.47214899965927 37.72682300006887, -122.47237899981305 37.726820999980575, -122.47334700010869 37.726855000053696, -122.4742330003886 37.726887999712694, -122.47465500016297 37.72690399969274, -122.47474499967635 37.726936000353035, -122.47499900011958 37.72692500023866, -122.47495599956355 37.7279729999898, -122.47485699982933 37.7290100000263, -122.47488799979149 37.72983199966283, -122.47490799988296 37.73040899979855, -122.47497200035536 37.73107200003427, -122.47506299969366 37.732494999861494, -122.47517300019682 37.734562000209294, -122.47518900009035 37.73476199994419, -122.4750440003254 37.734763999818064, -122.47420400007626 37.73475399973785, -122.47405099991538 37.73475800019633, -122.4732330003059 37.73478099980922, -122.47263099970812 37.73479799979647, -122.47233100013246 37.7348059999981, -122.47209799960565 37.73481200032635, -122.47175500037228 37.73482199968828, -122.47156899970113 37.734707000195264))",1037,542,7,65.67447751741608,65-70%
42,9733,684,112,123,116,122,125,93,132,117,146,93,95,105,106,106,21,183,107,131,112,140,95,2380,348.0,"POLYGON ((-122.44888400013812 37.73444700031244, -122.4488959998337 37.734379000017604, -122.44889300035896 37.73427700016867, -122.44887800029035 37.733809999866814, -122.44887300026745 37.733069000325855, -122.4488690000695 37.73232599982376, -122.44886599969647 37.7316440002042, -122.44886599969647 37.73157800013683, -122.44886599969647 37.731542999765075, -122.44886599969647 37.73150899971288, -122.44886300022172 37.73112900032393, -122.44885999984866 37.7306899998399, -122.4488549998258 37.72988199982173, -122.45113500037368 37.72987199979266, -122.45244199970475 37.729865999774574, -122.45322099985451 37.72986300012058, -122.4533940001069 37.72983700003548, -122.4534090001755 37.730671999982995, -122.45341000000039 37.73113700021152, -122.45341000000039 37.73145100008927, -122.45341099982532 37.731491999680905, -122.45341099982532 37.731530999999165, -122.45341099982532 37.73156800033679, -122.45341199965024 37.73162700020321, -122.45341900022125 37.732305999713844, -122.45342500006903 37.733039999709845, -122.45385600006425 37.73299299978971, -122.45263099985063 37.73376799983224, -122.45250600017717 37.733795999857925, -122.45116899981058 37.73380200026802, -122.45044800028545 37.73380400016782, -122.449875 37.733806000067524, -122.44977200006784 37.73385800028313, -122.44961499970898 37.73402600007438, -122.44938600027845 37.73417300028943, -122.44934799974531 37.73419799997317, -122.44932400035418 37.73491400014869, -122.4492969996917 37.73494800005826, -122.44926200042991 37.734966000296566, -122.44888999998591 37.734971000322524, -122.44888400013812 37.73444700031244))",1125,1234,21,47.6896990250106,45-50%
43,9808,570,135,104,95,100,133,120,103,99,128,137,80,120,116,118,22,193,119,121,101,111,110,2365,414.9,"POLYGON ((-122.44106400029986 37.734973000190706, -122.44031299973915 37.73480299983377, -122.43993699999554 37.734838000085446, -122.43960800010755 37.734770999731296, -122.43929400028821 37.73465299998871, -122.43894399958552 37.73450900019256, -122.43862899994126 37.734394000213385, -122.43840800000831 37.73434100007634, -122.43752900029945 37.73416899979935, -122.43677600008893 37.73401999968243, -122.43668599967725 37.734000000030136, -122.43660600020962 37.73398699964933, -122.4359430004108 37.73385500008043, -122.43585200017422 37.73383700028243, -122.43576299958745 37.73382000007453, -122.43509499976574 37.733686000304964, -122.43501100010019 37.733669999658844, -122.43492999990931 37.73365199981586, -122.43426399973745 37.733513000328635, -122.4341619996302 37.73349299982893, -122.4340560002233 37.733469999815995, -122.43324699993632 37.73330099987222, -122.43311399986692 37.73327599988562, -122.43284199988034 37.73322900011529, -122.43272100040484 37.73318699975115, -122.43253499973369 37.7331230002668, -122.4328729998425 37.7329670000932, -122.43344299975489 37.73270400024495, -122.43429899989755 37.73231099991943, -122.43491400001578 37.732038000136, -122.43506100032887 37.731965000241956, -122.43542500037695 37.731785999934345, -122.4358920003572 37.73157699980165, -122.43603700012216 37.73156700000148, -122.43667900000457 37.731538000218045, -122.43545799998893 37.7320929997361, -122.43499299965852 37.73229499968665, -122.43508100042037 37.73232100032959, -122.43516599991088 37.73234700025301, -122.43541299978308 37.73238600012094, -122.4362379999636 37.73238200024472, -122.43746200035228 37.73237700004393, -122.43974799984966 37.732367999965824, -122.44202699967433 37.73235699994784, -122.44203300042041 37.73302600026583, -122.44200199955996 37.733098000220096, -122.442004999933 37.73381199976635, -122.44201099978078 37.734403000045226, -122.44202000000162 37.735402999727334, -122.44176599955841 37.7354279997062, -122.44106400029986 37.734973000190706))",1301,1042,22,55.52710200597525,55-60%
