,precinct,registered_voters,Parag Gupta,Natalie Gee,Greg Hardeman,Frances Hsieh,Michela Alioto-Pier,Jade Tu,Leah Lacroix,Sandra Lee Fewer,Connie Chan,Mike Chen,Queena Chen,Dan Calamuci,Lanier Coles,Sara Barz,Jen Nossokoff,Catherine Stefani,Marjan Philhour,Mano Raju,Hene Kelly,Gordon Mar,Brian Quan,votes_cast,turnout,geometry,demsForChange,laborAndWorkingFamilies,unaffiliated,demsForChange_percentage,demsForChange_percentage_bin
181,9226,700,200,65,66,59,232,190,64,69,78,185,44,187,209,186,8,301,211,71,63,67,176,2731,390.1,"POLYGON ((-122.44936700001186 37.791488000023705, -122.44918999956157 37.790608000092064, -122.44901200018465 37.78972700006951, -122.44883599955922 37.78885700033139, -122.44865599963418 37.787977000302625, -122.4484680002115 37.78704899977525, -122.45011799967426 37.78683799964883, -122.45022499980435 37.786816999774864, -122.45175799998954 37.786619999652565, -122.45328699997675 37.78642799981363, -122.45340699962738 37.78641800032601, -122.45359300029851 37.78734399967557, -122.4537690000256 37.78822799984068, -122.4539439999278 37.78909900015266, -122.45412100037814 37.78997999985376, -122.45424299967854 37.79056200007037, -122.45422900033314 37.79067599982474, -122.45273999963058 37.790974000170166, -122.45099499973333 37.79132300008058, -122.4494259995631 37.79163700012902, -122.44936700001186 37.791488000023705))",2077,646,8,76.27616599338964,75% and more
182,9241,853,197,81,84,83,214,176,80,69,104,182,66,196,195,180,23,296,184,107,70,85,172,2844,333.4,"POLYGON ((-122.42416099987655 37.79108099973414, -122.42397500010372 37.790160000205475, -122.42561600024392 37.78995199979118, -122.42725999985886 37.78974299995244, -122.42890500019703 37.789534000232415, -122.43055100036013 37.78932399965684, -122.4321969996249 37.78911500017156, -122.43238499994587 37.79004399985551, -122.43073700013295 37.790252000010824, -122.43091399968496 37.791130000152805, -122.42927000007003 37.79133900032782, -122.4290919997948 37.790459000041444, -122.42744800017985 37.79066699973841, -122.42580200001677 37.790874000026264, -122.425980000292 37.791757000324075, -122.42434099980159 37.791964999916644, -122.42416099987655 37.79108099973414))",1992,829,23,70.6132577100319,70-75%
183,9242,726,188,74,66,80,211,179,77,64,86,188,63,165,184,177,23,284,175,82,66,81,156,2669,367.6,"POLYGON ((-122.4227780003775 37.79206799997593, -122.42263600008728 37.791369000338406, -122.42261099997295 37.791276999794114, -122.42259900027739 37.791183000076536, -122.42245500033732 37.79047199972906, -122.42242000017724 37.79035799965995, -122.42240799958334 37.79024100007869, -122.42225699997063 37.789491999881086, -122.42223699987912 37.78939900028589, -122.42221900033577 37.789305999863714, -122.42214499981762 37.78894300014158, -122.42368800004854 37.78874600000747, -122.42378099993495 37.78920300021373, -122.42542299990009 37.78899499994523, -122.42561600024392 37.78995199979118, -122.42397500010372 37.790160000205475, -122.42416099987655 37.79108099973414, -122.42434099980159 37.791964999916644, -122.42280099994375 37.79216099976135, -122.4227780003775 37.79206799997593))",1907,739,23,72.07105064247922,70-75%
184,9228,699,164,56,41,45,191,161,53,45,67,163,42,151,165,160,15,248,163,57,42,54,149,2232,319.3,"POLYGON ((-122.4362039996284 37.79226300003256, -122.4360260002515 37.79138300010253, -122.43584899980117 37.790502000091664, -122.43749499996426 37.790292000137384, -122.43847300030565 37.79016600030431, -122.43913600010445 37.79008100004197, -122.44080599965866 37.78987199985818, -122.4424760001112 37.78966299979316, -122.44411899990122 37.78945699992505, -122.44429999965121 37.79032699969796, -122.44447799992643 37.791207999665716, -122.44465600020165 37.792088000260215, -122.44300500001572 37.79229800007927, -122.44265000018848 37.79234300021639, -122.44133299991339 37.7925109999655, -122.43966599983389 37.79272299972912, -122.43802200021895 37.792926999998826, -122.43638100007874 37.79313700027275, -122.4362039996284 37.79226300003256))",1715,502,15,77.35678845286424,75% and more
185,9227,717,188,45,46,43,214,170,51,37,54,175,28,175,198,173,21,285,189,55,44,61,165,2417,337.1,"POLYGON ((-122.4472424538222 37.79313862233544, -122.4471384684382 37.793094015243625, -122.44705528084963 37.79305879835222, -122.44696020854984 37.79298836522899, -122.4468116595412 37.79289210673159, -122.44672252959701 37.792828716851645, -122.44665716727863 37.79278410886283, -122.44644576135292 37.79280948485522, -122.44634400019754 37.79216399972959, -122.44629999981662 37.79187900007419, -122.44465600020165 37.792088000260215, -122.44447799992643 37.791207999665716, -122.44429999965121 37.79032699969796, -122.44411899990122 37.78945699992505, -122.44575800039162 37.789248000106035, -122.44558900033722 37.78836400007427, -122.44540199984115 37.78743800001729, -122.44679299973612 37.787261999884045, -122.4484680002115 37.78704899977525, -122.44865599963418 37.787977000302625, -122.44883599955922 37.78885700033139, -122.44901200018465 37.78972700006951, -122.44918999956157 37.790608000092064, -122.44936700001186 37.791488000023705, -122.4494259995631 37.79163700012902, -122.44897100017675 37.79172799999311, -122.44884399995514 37.79176600027763, -122.44871199971068 37.791834999885, -122.44862700022018 37.791954000239514, -122.44857799981638 37.79209400020249, -122.44856100009794 37.79231400011542, -122.44851400024227 37.79254100021007, -122.44843899989921 37.79280400034209, -122.44830500000492 37.79302199984176, -122.44817799978328 37.79309499983981, -122.4480239997975 37.793121999918036, -122.44794000013192 37.79290400000359, -122.44793231953624 37.79286815903988, -122.44783962417868 37.79294140977617, -122.44773563879468 37.793004799559434, -122.44761977049606 37.79307992848911, -122.44755440817767 37.79311044955056, -122.44748607513063 37.79314097059946, -122.44735535139218 37.79315270907882, -122.4472424538222 37.79313862233544))",1932,464,21,80.63439065108514,75% and more
186,9223,757,194,67,61,60,235,182,65,56,82,191,57,181,191,189,25,288,200,65,59,61,173,2682,354.3,"POLYGON ((-122.42633500011924 37.793516999961064, -122.42615699984401 37.79263400011001, -122.425980000292 37.791757000324075, -122.42580200001677 37.790874000026264, -122.42744800017985 37.79066699973841, -122.4290919997948 37.790459000041444, -122.42927000007003 37.79133900032782, -122.43091399968496 37.791130000152805, -122.43073700013295 37.790252000010824, -122.43238499994587 37.79004399985551, -122.43256200039619 37.790919999853706, -122.4327399997731 37.79180000032881, -122.43291800004835 37.79268000026155, -122.4330000000641 37.7931189999887, -122.43308799992768 37.793557999946955, -122.43144900033556 37.793767000352695, -122.42980399999742 37.79397699965875, -122.42815899965923 37.79418699978772, -122.42651400021938 37.794398000225335, -122.42633500011924 37.793516999961064))",2024,633,25,76.17613850207,75% and more
187,9224,815,174,74,55,75,205,164,71,60,86,151,54,151,163,149,20,257,163,76,62,67,145,2422,297.2,"POLYGON ((-122.4231430002505 37.793923000117346, -122.42313300020477 37.79382900021666, -122.42299299956436 37.79313000020227, -122.42297300037117 37.79303700021676, -122.42295499992952 37.79294400011419, -122.42281600001235 37.7922549996545, -122.42280099994375 37.79216099976135, -122.42434099980159 37.791964999916644, -122.425980000292 37.791757000324075, -122.42615699984401 37.79263400011001, -122.42633500011924 37.793516999961064, -122.42651400021938 37.794398000225335, -122.42487200025427 37.79460699967457, -122.42328299999257 37.794810000231024, -122.4231430002505 37.793923000117346))",1722,680,20,71.69025811823481,70-75%
188,9221,646,179,46,55,50,194,166,49,36,61,162,34,163,159,156,15,241,163,67,48,53,159,2256,349.2,"POLYGON ((-122.42687200041968 37.79617100023119, -122.42679899972643 37.79580599980944, -122.42669999999221 37.795316000326494, -122.42651400021938 37.794398000225335, -122.42815899965923 37.79418699978772, -122.42980399999742 37.79397699965875, -122.43144900033556 37.793767000352695, -122.43163400028352 37.794684000294, -122.43172899981974 37.79515400026061, -122.43173300001772 37.79517499989483, -122.43182799955396 37.79564400010822, -122.4301830001141 37.79585399975787, -122.42957399984363 37.795930999787394, -122.42860100042343 37.79605399991706, -122.42853799977593 37.796063000057, -122.42791599998499 37.79614200021311, -122.42751099992905 37.79619299974782, -122.42689300033607 37.79627199976491, -122.42687200041968 37.79617100023119))",1742,499,15,77.73315484158859,75% and more
189,9216,652,199,33,19,21,248,188,33,18,43,194,15,182,209,191,9,284,210,29,31,26,176,2358,361.7,"POLYGON ((-122.44042200041744 37.79646099978636, -122.44023400009647 37.7955330000421, -122.44004499995056 37.79459800006709, -122.4399200002771 37.79398300015751, -122.43989299961461 37.79384600012448, -122.43985300032996 37.79364800007868, -122.43966599983389 37.79272299972912, -122.44133299991339 37.7925109999655, -122.44265000018848 37.79234300021639, -122.44300500001572 37.79229800007927, -122.44465600020165 37.792088000260215, -122.44629999981662 37.79187900007419, -122.44634400019754 37.79216399972959, -122.44644576135292 37.79280948485522, -122.44644600030479 37.79281099973361, -122.44652400012261 37.793336999978706, -122.44658799969672 37.79376499994402, -122.44665200016911 37.79419499995658, -122.44679600010917 37.79424399972984, -122.44711699960122 37.79424300024183, -122.4471369996927 37.795006000336905, -122.44691300028502 37.79500699981458, -122.4467760000177 37.79501899993437, -122.44687099955392 37.79564100028128, -122.4470150003923 37.79657900033206, -122.44559799965973 37.79675900022389, -122.44394999984684 37.79696900025317, -122.44227899956937 37.79718100000177, -122.44060999984009 37.79739400000699, -122.44042200041744 37.79646099978636))",2081,268,9,88.59088974031502,75% and more
190,9217,709,157,45,37,39,197,153,48,40,53,147,31,145,172,144,12,262,167,44,35,39,141,2108,297.3,"POLYGON ((-122.43548999977595 37.79708900030615, -122.43530200035332 37.79615800012656, -122.43511300020742 37.79522600009715, -122.43676100002034 37.795016000082065, -122.43663600034685 37.794398000225335, -122.43656699985156 37.794058000316674, -122.43638100007874 37.79313700027275, -122.43802200021895 37.792926999998826, -122.43966599983389 37.79272299972912, -122.43985300032996 37.79364800007868, -122.43989299961461 37.79384600012448, -122.4399200002771 37.79398300015751, -122.44004499995056 37.79459800006709, -122.44023400009647 37.7955330000421, -122.44042200041744 37.79646099978636, -122.44060999984009 37.79739400000699, -122.43896799987498 37.7976030002083, -122.43732599990986 37.797810999668734, -122.43567800009694 37.79802100025667, -122.43548999977595 37.79708900030615))",1685,411,12,80.39122137404581,75% and more
191,9305,666,131,65,44,58,148,126,52,52,78,132,42,103,107,112,19,185,111,64,51,58,115,1853,278.2,"POLYGON ((-122.41867199974146 37.79733399989767, -122.4184890003417 37.79642100016019, -122.41874899973439 37.796389999902594, -122.41992799991722 37.79622699989134, -122.42012299991089 37.796156999954654, -122.42088199996918 37.79602499985301, -122.42159900019467 37.79595999988835, -122.42176800024906 37.795945000106805, -122.423303999909 37.795751000007684, -122.42348100035932 37.795739000006726, -122.42353900008561 37.79583799977851, -122.4236140004287 37.79621300033522, -122.42365100023862 37.79639600020537, -122.42368899987343 37.79657999978845, -122.423704999767 37.79667799968798, -122.42372599968336 37.79676599995051, -122.42380500022439 37.79715600030415, -122.42387700019442 37.79751000017475, -122.42389399991288 37.797603999650846, -122.42370599959189 37.79762799975465, -122.42214800019067 37.797825000341696, -122.42050100020265 37.79803299988689, -122.42038900004967 37.79807099976782, -122.41989199993222 37.79813399971415, -122.4196309998163 37.798167000239204, -122.41886000006245 37.798265000162935, -122.41867199974146 37.79733399989767))",1270,564,19,69.24754634678298,65-70%
192,9218,820,194,59,39,47,221,183,58,40,62,183,36,176,186,190,17,308,196,63,49,44,172,2523,307.7,"POLYGON ((-122.4322040001959 37.7975069997138, -122.43201599987492 37.79657499966694, -122.43182799955396 37.79564400010822, -122.43173300001772 37.79517499989483, -122.43172899981974 37.79515400026061, -122.43163400028352 37.794684000294, -122.43144900033556 37.793767000352695, -122.43308799992768 37.793557999946955, -122.43473400009074 37.79334699994977, -122.43638100007874 37.79313700027275, -122.43656699985156 37.794058000316674, -122.43663600034685 37.794398000225335, -122.43676100002034 37.795016000082065, -122.43511300020742 37.79522600009715, -122.43530200035332 37.79615800012656, -122.43548999977595 37.79708900030615, -122.43567800009694 37.79802100025667, -122.43403600013183 37.79823000010372, -122.43239300034179 37.79843900006923, -122.4322040001959 37.7975069997138))",2009,497,17,80.16759776536313,75% and more
193,9222,732,148,71,61,66,159,130,74,66,83,132,46,131,141,128,18,213,133,72,60,54,124,2110,288.3,"POLYGON ((-122.4240660003403 37.7984460003465, -122.42394400014159 37.79784499977742, -122.42391400000434 37.79769700027589, -122.42389399991288 37.797603999650846, -122.42387700019442 37.79751000017475, -122.42380500022439 37.79715600030415, -122.42372599968336 37.79676599995051, -122.423704999767 37.79667799968798, -122.42368899987343 37.79657999978845, -122.42365100023862 37.79639600020537, -122.4236140004287 37.79621300033522, -122.42353900008561 37.79583799977851, -122.42348100035932 37.795739000006726, -122.42328299999257 37.794810000231024, -122.42487200025427 37.79460699967457, -122.42651400021938 37.794398000225335, -122.42669999999221 37.795316000326494, -122.42679899972643 37.79580599980944, -122.42687200041968 37.79617100023119, -122.42689300033607 37.79627199976491, -122.42707999993382 37.79720000016379, -122.4272690000797 37.79813499985935, -122.42562600028965 37.79834400009369, -122.42453800034339 37.79848100030343, -122.42433400012891 37.7985069996928, -122.42408200023384 37.798538999911514, -122.4240660003403 37.7984460003465))",1439,653,18,68.78585086042065,65-70%
194,9219,650,130,47,33,42,165,122,41,41,55,137,27,120,126,124,12,196,132,48,47,42,119,1806,277.8,"POLYGON ((-122.4272690000797 37.79813499985935, -122.42707999993382 37.79720000016379, -122.42689300033607 37.79627199976491, -122.42751099992905 37.79619299974782, -122.42791599998499 37.79614200021311, -122.42853799977593 37.796063000057, -122.42860100042343 37.79605399991706, -122.42957399984363 37.795930999787394, -122.4301830001141 37.79585399975787, -122.43182799955396 37.79564400010822, -122.43201599987492 37.79657499966694, -122.4322040001959 37.7975069997138, -122.43239300034179 37.79843900006923, -122.43074700017871 37.79864800015325, -122.42910199984054 37.79885799978135, -122.4274570004007 37.79906700009953, -122.4272690000797 37.79813499985935))",1371,423,12,76.42140468227426,75% and more
195,9306,534,124,75,62,69,142,111,79,68,92,114,57,106,107,99,8,164,112,84,63,78,100,1914,358.4,"POLYGON ((-122.41566800019372 37.799150999829855, -122.41557199993427 37.79868000031093, -122.415477000398 37.798212000350716, -122.41538399961328 37.797749999747765, -122.4153359999327 37.79751299992579, -122.41529099972685 37.797286999647895, -122.41519299981758 37.79680499993654, -122.41683899998065 37.796596000316896, -122.4171870001352 37.79656000001026, -122.4184890003417 37.79642100016019, -122.41867199974146 37.79733399989767, -122.41886000006245 37.798265000162935, -122.41782900001762 37.79839500023768, -122.41757299992457 37.79842599965389, -122.41738799997664 37.79845000020047, -122.41721800009734 37.79847199974825, -122.41731199980869 37.798941999749395, -122.41734899961858 37.79912700022087, -122.41738799997664 37.799317000165274, -122.41738499960361 37.799413999855055, -122.4164909998261 37.79952499976823, -122.41576199990504 37.79961599985397, -122.41566800019372 37.799150999829855))",1179,727,8,61.8572927597062,60-65%
196,9303,666,117,62,55,58,135,107,61,51,71,97,47,107,100,103,11,180,102,63,54,58,97,1736,260.7,"POLYGON ((-122.42252499975922 37.79969400034528, -122.42088299979407 37.79990200030625, -122.42068899962533 37.798971000087946, -122.42063300044717 37.798692999971735, -122.42050100020265 37.79803299988689, -122.42214800019067 37.797825000341696, -122.42370599959189 37.79762799975465, -122.42389399991288 37.797603999650846, -122.42391400000434 37.79769700027589, -122.42394400014159 37.79784499977742, -122.4240660003403 37.7984460003465, -122.42408200023384 37.798538999911514, -122.42410399997513 37.798633000207666, -122.42412099969357 37.798718999996325, -122.4242000002346 37.799110000108655, -122.42425399976298 37.79937800021191, -122.42427499967937 37.799472000150224, -122.42429200029612 37.799564999843156, -122.42444299990886 37.80031199990648, -122.42446399982524 37.80040200032779, -122.42426399980872 37.80042700034651, -122.42289399983015 37.80060100012875, -122.42271300008021 37.800623999857166, -122.42252499975922 37.79969400034528))",1145,580,11,66.3768115942029,65-70%
197,9214,662,139,47,38,44,169,129,44,44,67,132,27,126,122,113,12,228,132,40,41,53,119,1866,281.9,"POLYGON ((-122.4292900001615 37.799787999881474, -122.42917800000852 37.7992340000442, -122.42910199984054 37.79885799978135, -122.43074700017871 37.79864800015325, -122.43239300034179 37.79843900006923, -122.43403600013183 37.79823000010372, -122.43567800009694 37.79802100025667, -122.43732599990986 37.797810999668734, -122.43896799987498 37.7976030002083, -122.43915600019594 37.79853299978286, -122.43932799972508 37.79937999975877, -122.43768300028522 37.79957599980672, -122.43603499957402 37.799787999881474, -122.43439199978398 37.799988000037025, -122.4342749996081 37.80000399982735, -122.4328650003449 37.80018299977387, -122.43274800016904 37.80020000034895, -122.43263099999317 37.80021299974226, -122.43122000000672 37.80039199989205, -122.43110299983087 37.800409999823664, -122.43098499983007 37.800421999775615, -122.43049500028361 37.800483999732876, -122.42989299968586 37.80055999979269, -122.42957499966855 37.80060100012875, -122.42946400023878 37.80064500006585, -122.4292900001615 37.799787999881474))",1409,445,12,75.99784250269687,75% and more
198,9213,656,144,36,30,39,171,129,44,28,48,128,33,116,141,120,10,223,142,36,37,41,126,1822,277.7,"POLYGON ((-122.44728099963277 37.80041400028104, -122.44722499955624 37.800373999956115, -122.44712599982205 37.800320000121914, -122.44618099999091 37.79966500029052, -122.44604200007376 37.79957099988799, -122.44488700018033 37.79880499968481, -122.44480799963932 37.79877100001799, -122.44461299964564 37.79874000003678, -122.44430999969694 37.79874399987482, -122.44263900031783 37.798957000342014, -122.4409699996902 37.79917500014089, -122.43932799972508 37.79937999975877, -122.43915600019594 37.79853299978286, -122.43896799987498 37.7976030002083, -122.44060999984009 37.79739400000699, -122.44227899956937 37.79718100000177, -122.44394999984684 37.79696900025317, -122.44559799965973 37.79675900022389, -122.4470150003923 37.79657900033206, -122.4471579996091 37.797515000232984, -122.44730300027237 37.798459000048496, -122.44734099990721 37.79855299973667, -122.44746599958067 37.79939000033152, -122.44761299989376 37.800323999874344, -122.44765599955147 37.80068099980133, -122.44728099963277 37.80041400028104))",1440,372,10,79.47019867549669,75% and more
199,9215,733,170,50,37,40,177,151,43,43,56,146,29,146,143,134,10,237,143,45,41,50,139,2030,276.9,"POLYGON ((-122.42446399982524 37.80040200032779, -122.42444299990886 37.80031199990648, -122.42429200029612 37.799564999843156, -122.42427499967937 37.799472000150224, -122.42425399976298 37.79937800021191, -122.4242000002346 37.799110000108655, -122.42412099969357 37.798718999996325, -122.42410399997513 37.798633000207666, -122.42408200023384 37.798538999911514, -122.42433400012891 37.7985069996928, -122.42453800034339 37.79848100030343, -122.42562600028965 37.79834400009369, -122.4272690000797 37.79813499985935, -122.4274570004007 37.79906700009953, -122.42910199984054 37.79885799978135, -122.42917800000852 37.7992340000442, -122.4292900001615 37.799787999881474, -122.42946400023878 37.80064500006585, -122.42782200027366 37.80082399987857, -122.42617399956244 37.8010660002522, -122.4253390002345 37.801169999793714, -122.42470900004764 37.80125000026964, -122.42463899972743 37.80125700028052, -122.42460100009261 37.801260999982276, -122.42446399982524 37.80040200032779))",1586,434,10,78.51485148514851,75% and more
200,9304,778,171,94,71,81,188,153,88,71,99,146,64,149,155,158,19,250,151,95,83,96,142,2524,324.4,"POLYGON ((-122.41603800008959 37.80101300032032, -122.41594299965503 37.800546999750686, -122.41586400001232 37.800141999915596, -122.41576199990504 37.79961599985397, -122.4164909998261 37.79952499976823, -122.41738499960361 37.799413999855055, -122.41738799997664 37.799317000165274, -122.41734899961858 37.79912700022087, -122.41731199980869 37.798941999749395, -122.41721800009734 37.79847199974825, -122.41738799997664 37.79845000020047, -122.41757299992457 37.79842599965389, -122.41782900001762 37.79839500023768, -122.41886000006245 37.798265000162935, -122.4196309998163 37.798167000239204, -122.41989199993222 37.79813399971415, -122.42038900004967 37.79807099976782, -122.42050100020265 37.79803299988689, -122.42063300044717 37.798692999971735, -122.42068899962533 37.798971000087946, -122.42088299979407 37.79990200030625, -122.42076899999128 37.79993899981479, -122.42030500038409 37.799997999817684, -122.41923300033135 37.80013399968093, -122.419424999952 37.80106199983008, -122.41907199977457 37.80110700030733, -122.41867400028963 37.801156999859074, -122.4177989998804 37.80126699988939, -122.41666300025356 37.801412999844345, -122.41613299962582 37.80148100027912, -122.41603800008959 37.80101300032032))",1663,842,19,66.3872255489022,65-70%
201,9208,597,134,47,35,38,159,123,39,31,45,117,30,123,121,119,9,229,128,43,38,39,115,1762,295.1,"POLYGON ((-122.4432229995756 37.80183800029228, -122.44303500015293 37.80090799974024, -122.44284600000705 37.79997800025506, -122.44266299970896 37.79907300018487, -122.44263900031783 37.798957000342014, -122.44430999969694 37.79874399987482, -122.44461299964564 37.79874000003678, -122.44480799963932 37.79877100001799, -122.44488700018033 37.79880499968481, -122.44604200007376 37.79957099988799, -122.44618099999091 37.79966500029052, -122.44712599982205 37.800320000121914, -122.44722499955624 37.800373999956115, -122.44728099963277 37.80041400028104, -122.44765599955147 37.80068099980133, -122.44782600032909 37.800918000106115, -122.44777500027546 37.801006999682755, -122.44776799970448 37.80118999974341, -122.44781999958299 37.80163299968846, -122.44661000033632 37.80178699968625, -122.44672300031425 37.80235299988773, -122.445082000174 37.802562000253864, -122.44341400026961 37.802774000275704, -122.4432229995756 37.80183800029228))",1368,385,9,78.0376497432972,75% and more
202,9302,709,150,67,71,73,167,132,74,63,84,137,47,138,132,137,21,247,137,84,67,76,123,2227,314.1,"POLYGON ((-122.41961400009788 37.801995000141474, -122.419424999952 37.80106199983008, -122.41923300033135 37.80013399968093, -122.42030500038409 37.799997999817684, -122.42076899999128 37.79993899981479, -122.42088299979407 37.79990200030625, -122.42252499975922 37.79969400034528, -122.42271300008021 37.800623999857166, -122.42289399983015 37.80060100012875, -122.42426399980872 37.80042700034651, -122.42446399982524 37.80040200032779, -122.42460100009261 37.801260999982276, -122.4246069999404 37.80129999972457, -122.42463399970455 37.80135699985682, -122.42466800003977 37.801425999733986, -122.4247979997361 37.80209099977183, -122.42481500035287 37.802175000322, -122.42483500044433 37.80226800016058, -122.42465299997114 37.80229100007971, -122.4230879999989 37.80248999975981, -122.42252700030735 37.80256100016861, -122.42229299995563 37.802590999880955, -122.42219099984838 37.80260400027305, -122.4221640000842 37.80261599986856, -122.42176800024906 37.80264999989484, -122.42175099963232 37.80265200006291, -122.42148000036899 37.80269500011439, -122.41979700039597 37.802926999943566, -122.41961400009788 37.801995000141474))",1500,706,21,67.99637352674523,65-70%
203,9211,611,118,44,35,35,143,114,44,34,49,113,22,110,114,106,8,195,122,39,39,35,108,1627,266.3,"POLYGON ((-122.43149799984106 37.802375999780395, -122.43131100024334 37.80144500022375, -122.4312190001818 37.8009840000736, -122.4311270001203 37.80052999996522, -122.43110299983087 37.800409999823664, -122.43122000000672 37.80039199989205, -122.43263099999317 37.80021299974226, -122.43274800016904 37.80020000034895, -122.4328650003449 37.80018299977387, -122.4342749996081 37.80000399982735, -122.43439199978398 37.799988000037025, -122.43603499957402 37.799787999881474, -122.43768300028522 37.79957599980672, -122.43932799972508 37.79937999975877, -122.43934899964148 37.79948300012769, -122.43951400039624 37.80030599992183, -122.43950400035048 37.800402999732455, -122.43949400030475 37.80050000012558, -122.43959800006184 37.80101700003522, -122.43970400036703 37.80153700017257, -122.43878299992704 37.8019940000486, -122.43804899998312 37.80251100014775, -122.43799999957932 37.802556999827466, -122.43742999966692 37.803095999834554, -122.43694799961808 37.80283599967828, -122.43679899965515 37.80271499965109, -122.43661999955502 37.80267299969501, -122.43497299956702 37.80284799994588, -122.43332800012716 37.803057000330824, -122.43167899959104 37.803267000200044, -122.43149799984106 37.802375999780395))",1243,376,8,76.77578752316244,75% and more
204,9212,595,106,45,35,42,129,98,40,28,53,95,24,92,98,90,14,195,100,41,37,46,94,1502,252.4,"POLYGON ((-122.42820999971288 37.80279100025444, -122.4280220002902 37.80186299982496, -122.42784099964193 37.80094999999016, -122.42782200027366 37.80082399987857, -122.42946400023878 37.80064500006585, -122.42957499966855 37.80060100012875, -122.42989299968586 37.80055999979269, -122.43049500028361 37.800483999732876, -122.43098499983007 37.800421999775615, -122.43110299983087 37.800409999823664, -122.4311270001203 37.80052999996522, -122.4312190001818 37.8009840000736, -122.43131100024334 37.80144500022375, -122.43149799984106 37.802375999780395, -122.43167899959104 37.803267000200044, -122.43004500002185 37.803518000318306, -122.42839999968368 37.80372700022679, -122.42820999971288 37.80279100025444))",1097,391,14,73.72311827956989,70-75%
205,9209,621,130,36,31,32,159,131,44,24,54,131,24,113,134,119,10,218,140,44,33,33,124,1764,284.1,"POLYGON ((-122.43994399966823 37.802723999689256, -122.43970400036703 37.80153700017257, -122.43959800006184 37.80101700003522, -122.43949400030475 37.80050000012558, -122.43950400035048 37.800402999732455, -122.43951400039624 37.80030599992183, -122.43934899964148 37.79948300012769, -122.43932799972508 37.79937999975877, -122.4409699996902 37.79917500014089, -122.44263900031783 37.798957000342014, -122.44266299970896 37.79907300018487, -122.44284600000705 37.79997800025506, -122.44303500015293 37.80090799974024, -122.4432229995756 37.80183800029228, -122.44341400026961 37.802774000275704, -122.4436030004155 37.80370500011488, -122.4419399996357 37.80391699969494, -122.4419050003739 37.80374399998622, -122.4410319996145 37.8038579999834, -122.44019499973841 37.80396299991854, -122.43994399966823 37.802723999689256))",1399,355,10,79.7605473204105,75% and more
206,9301,585,116,65,51,55,129,112,59,55,78,112,41,107,105,99,12,194,108,62,46,59,105,1770,302.6,"POLYGON ((-122.41878200024466 37.806241000052786, -122.41871799977226 37.80593199981709, -122.41838100038666 37.80597700016615, -122.41722599959495 37.80516999977433, -122.41688800038447 37.805211999729906, -122.41681800006425 37.80488700000841, -122.41669599986551 37.80427700018579, -122.41660499962892 37.80382299973528, -122.4165109999176 37.80334799989877, -122.41632400031982 37.80241100000451, -122.41613299962582 37.80148100027912, -122.41666300025356 37.801412999844345, -122.4177989998804 37.80126699988939, -122.41867400028963 37.801156999859074, -122.41907199977457 37.80110700030733, -122.419424999952 37.80106199983008, -122.41961400009788 37.801995000141474, -122.41979700039597 37.802926999943566, -122.41999300021456 37.80389000001327, -122.42006400035967 37.80423499969847, -122.42017800016248 37.80478999969867, -122.42027000022398 37.805237000249804, -122.4203689999582 37.805720000343115, -122.42055999975389 37.806658000160944, -122.41971500038021 37.80676200034529, -122.41957700028796 37.80678000014393, -122.41878200024466 37.806241000052786))",1187,571,12,67.51990898748578,65-70%
