tb_latitude,tb_longitude,victim_role,point,collision_datetime,accident_year,number_killed,number_injured,primary_rd,secondary_rd
37.7773996333,-122.407014751,Bicyclist,POINT (-122.407014751 37.777399633),02/28/2018 06:51:00 PM,2018,0.0,1,FOLSOM ST,SHERMAN ST
37.7422945328,-122.423285561,Bicyclist,POINT (-122.423285561 37.742294533),09/05/2018 08:50:00 AM,2018,0.0,1,SAN JOSE AVE,30TH ST
37.7712963534,-122.40542473499995,Bicyclist,POINT (-122.405424735 37.771296353),10/24/2019 07:55:00 AM,2019,0.0,1,BRANNAN ST,08TH ST
37.74577591639998,-122.420819109,Bicyclist,POINT (-122.420819109 37.745775916),09/22/2020 12:27:00 PM,2020,0.0,1,TIFFANY AVE,DUNCAN ST
37.783173462399986,-122.41075659400002,Bicyclist,POINT (-122.410756594 37.783173462),02/12/2020 03:04:00 PM,2020,0.0,1,TAYLOR ST,TURK ST
37.77313349339999,-122.43742294,Bicyclist,POINT (-122.43742294 37.773133493),07/06/2021 06:55:00 PM,2021,0.0,1,OAK ST,DIVISADERO ST
37.748632588,-122.424845025,Bicyclist,POINT (-122.424845025 37.748632588),04/26/2018 08:50:00 AM,2018,0.0,1,DOLORES ST,26TH ST
37.76329976830001,-122.421731522,Bicyclist,POINT (-122.421731522 37.763299768),07/13/2018 11:45:00 PM,2018,0.0,1,VALENCIA ST,17TH ST
37.7349509491,-122.42843698099998,Bicyclist,POINT (-122.428436981 37.734950949),07/24/2019 06:21:00 PM,2019,0.0,1,SAINT MARYS AVE,SAN JOSE AVE
37.779009943400006,-122.42878985,Bicyclist,POINT (-122.42878985 37.779009943),03/04/2020 08:35:00 AM,2020,0.0,2,MCALLISTER ST,WEBSTER ST
37.7785161929,-122.447877983,Bicyclist,POINT (-122.447877983 37.778516193),03/15/2022 06:24:00 PM,2022,0.0,1,TURK BLVD,ANNAPOLIS TER
37.74158785299999,-122.40099317899995,Bicyclist,POINT (-122.400993179 37.741587853),07/14/2020 07:55:00 AM,2020,0.0,1,TOLAND ST,NEWCOMB AVE
37.79057825888554,-122.42068738265782,Bicyclist,POINT (-122.420687383 37.790578259),12/28/2021 01:30:00 PM,2021,0.0,1,CALIFORNIA ST,POLK ST
37.73699713249999,-122.408789649,Bicyclist,POINT (-122.408789649 37.736997132),03/12/2018 07:53:00 AM,2018,0.0,1,ALEMANY BLVD,SAN BRUNO AVE
37.74172956579999,-122.38958103299996,Bicyclist,POINT (-122.389581033 37.741729566),07/17/2019 09:03:00 AM,2019,0.0,1,PHELPS ST,GALVEZ AVE
37.783784933700005,-122.398930331,Bicyclist,POINT (-122.398930331 37.783784934),11/06/2019 09:41:00 AM,2019,0.0,1,FOLSOM ST,03RD ST
37.79923448269999,-122.397669949,Bicyclist,POINT (-122.397669949 37.799234483),11/11/2018 04:42:00 AM,2018,0.0,1,THE EMBARCADERO,BROADWAY
