,precinct,registered_voters,yes,no,votes_cast,turnout,geometry,yes_perc,yes_perc_bin
90,7029,859,223.0,57.0,280,32.6,"POLYGON ((-122.39858499984537 37.73363900008447, -122.39768900041807 37.73327799979959, -122.39760099965619 37.73324100031644, -122.39707799959947 37.73275700013286, -122.39686500006243 37.73261399981224, -122.39649199979354 37.73241799983325, -122.39621999980699 37.732307000039214, -122.39587500002548 37.73201900027755, -122.39572600006255 37.73191199978716, -122.39551600000028 37.73197199970934, -122.39467800029927 37.732918000203085, -122.39432199974883 37.732771000338204, -122.39412699975514 37.73274299992486, -122.3932430000234 37.732615999744084, -122.39235799956842 37.73248799973309, -122.39183000038715 37.732419000157115, -122.39161699995181 37.73248700012068, -122.3918909995882 37.731684000065655, -122.39214099983346 37.730892000065445, -122.39220399958262 37.73065000015198, -122.39276000014964 37.73072899987008, -122.39326200028998 37.73080000029132, -122.39364600042954 37.73085399975559, -122.39416000026542 37.73092700003448, -122.39453099998619 37.730979000140564, -122.39505800024088 37.731054999902014, -122.3951920001352 37.73107400000781, -122.39604499990479 37.73119700005124, -122.39666800041894 37.731287000074886, -122.39685699966654 37.73131399998956, -122.39769699991565 37.731434999670654, -122.39858300019556 37.73156199974565, -122.39930999956844 37.73166700007391, -122.3994230004447 37.731703000010064, -122.40002199977108 37.73231099991943, -122.4005659997442 37.73286099986962, -122.40003600001477 37.7333509998201, -122.39937999988867 37.73395800010328, -122.39858499984537 37.73363900008447))",79.64285714285714,75% and more
91,9449,570,260.0,22.0,282,49.5,"POLYGON ((-122.49393000029738 37.73380900027225, -122.49388199971845 37.73312799970681, -122.49382700036521 37.73237500010563, -122.4938070002737 37.73190599993432, -122.49376200006786 37.73117999994764, -122.49371900041015 37.730585999895816, -122.4936950001207 37.73024199996917, -122.4936669996333 37.73000400006777, -122.49364400006709 37.7298220003375, -122.49362399997561 37.72973100030462, -122.49352900043937 37.729593999864704, -122.49416999959855 37.729427999982505, -122.49454899971526 37.72933500015555, -122.49568799971513 37.72905899966052, -122.49603500004474 37.72901200005553, -122.49635700026003 37.729033999662725, -122.49669899966847 37.7291240001838, -122.49701699968578 37.72930299982137, -122.49723299959585 37.72948999980228, -122.49735399996968 37.72966800032571, -122.49736400001544 37.72968900008778, -122.49787100017863 37.73073000021676, -122.49806000032451 37.73116499981121, -122.49812700027168 37.73133199969042, -122.4981439999901 37.73137399968587, -122.49818900019595 37.731532999960265, -122.49819300039393 37.73191199978716, -122.49810700018018 37.73226800012962, -122.49745600007695 37.73301299971401, -122.49675999976785 37.73358600011745, -122.49668500032308 37.733697999721635, -122.49663599991928 37.73377100003846, -122.49659900010936 37.733814999970846, -122.49656399994927 37.733855999674375, -122.49644900032153 37.73387699966968, -122.49440300012539 37.73395999999888, -122.49394199999293 37.73398099996468, -122.49393000029738 37.73380900027225))",92.19858156028369,75% and more
92,7031,841,196.0,48.0,244,29.0,"POLYGON ((-122.39096800039668 37.73401400000045, -122.38903500017844 37.73291899980967, -122.3871670002575 37.731857000052564, -122.38772899977397 37.73123199987606, -122.38829200001368 37.73060599975975, -122.38885500025337 37.72998000003522, -122.38941900031799 37.72935399999216, -122.38998099983445 37.72872800034123, -122.39054700044721 37.72809899993612, -122.39241500036813 37.729159999935305, -122.39258299969933 37.72926500011709, -122.39269900005026 37.72928399997167, -122.39240799979713 37.730094999765114, -122.39237199981213 37.7302029996825, -122.39224100029085 37.730577000310504, -122.39220399958262 37.73065000015198, -122.39214099983346 37.730892000065445, -122.3918909995882 37.731684000065655, -122.39161699995181 37.73248700012068, -122.39133599974443 37.73327799979959, -122.39105999955987 37.73406600006997, -122.39096800039668 37.73401400000045))",80.32786885245902,75% and more
93,9451,1213,555.0,52.0,607,50.0,"POLYGON ((-122.48465400026679 37.73423000032328, -122.48451500034963 37.73231600012469, -122.48442300028813 37.73101299972563, -122.485301999997 37.73094600017312, -122.48617900005607 37.730878999849445, -122.48617700040623 37.730591000217544, -122.48631100030053 37.73022099965342, -122.48643000012622 37.7299769996754, -122.48650200009625 37.72983100001457, -122.48651600033995 37.729802000261806, -122.48656599967036 37.72966099992999, -122.48660599985331 37.729554999947204, -122.48672399985409 37.729587000172494, -122.48888999970085 37.73025700029256, -122.48899199980812 37.73027700024542, -122.48920500024346 37.73031900012876, -122.48958000016216 37.730285999867185, -122.48990099965421 37.73016499972955, -122.49013500000596 37.73000299971134, -122.49042500043417 37.72969199974883, -122.4904970004042 37.72962600007314, -122.49055900032847 37.729548000251306, -122.49097400043016 37.7291120000259, -122.4914189997708 37.72888299983744, -122.49176000025264 37.72881500011673, -122.49192299956094 37.72881500011673, -122.49202800004124 37.72881500011673, -122.49216100011061 37.728836000120744, -122.49239999958692 37.72890500019346, -122.4927860002746 37.72908200033314, -122.49315500034555 37.72927700025015, -122.49339399982183 37.72943699970745, -122.49352900043937 37.729593999864704, -122.49362399997561 37.72973100030462, -122.49364400006709 37.7298220003375, -122.4936669996333 37.73000400006777, -122.4936950001207 37.73024199996917, -122.49371900041015 37.730585999895816, -122.49376200006786 37.73117999994764, -122.4938070002737 37.73190599993432, -122.49382700036521 37.73237500010563, -122.49388199971845 37.73312799970681, -122.49393000029738 37.73380900027225, -122.49394199999293 37.73398099996468, -122.49378399980918 37.7339890002546, -122.49334500031635 37.73400899990987, -122.49225900001991 37.734057999788384, -122.49129400009731 37.734095999874874, -122.49045200019836 37.73412699996836, -122.48886100028685 37.73422500024729, -122.4881809998713 37.73425699987534, -122.48729899978936 37.734299999930926, -122.48641199968456 37.7343429999616, -122.48601400019965 37.73436300023169, -122.48587100008447 37.73437000018284, -122.48551799990707 37.73435600027983, -122.48497300010904 37.73437799972027, -122.48471000034331 37.73438900014846, -122.48465400026679 37.73423000032328))",91.43327841845141,75% and more
94,7028,1036,302.0,34.0,336,32.4,"POLYGON ((-122.40211399999802 37.73443000024459, -122.4005659997442 37.73286099986962, -122.40002199977108 37.73231099991943, -122.3994230004447 37.731703000010064, -122.39930999956844 37.73166700007391, -122.39858300019556 37.73156199974565, -122.39867100005908 37.73149400035353, -122.39896999980985 37.73016499972955, -122.39986699996038 37.73029199985123, -122.40027399966615 37.72983799968372, -122.40083400043112 37.72921100020459, -122.40139500012268 37.72858399967968, -122.40195499998933 37.727957000240714, -122.40210499977715 37.72778999985521, -122.40220900043256 37.72810199966152, -122.40275199968247 37.72935699966679, -122.40302200001919 37.72990199987587, -122.40340000031098 37.73065800009126, -122.40396199982744 37.73161000019838, -122.40465700031163 37.732949000079316, -122.40434500014209 37.733143999759584, -122.40350900009092 37.733665000255485, -122.40285600033783 37.7340730000492, -122.4026649996438 37.73419200030561, -122.40220199986153 37.734482000021956, -122.40211399999802 37.73443000024459))",89.88095238095238,75% and more
95,9734,1219,552.0,120.0,672,55.1,"POLYGON ((-122.44260599980755 37.73454700004754, -122.44245199982176 37.7345040001354, -122.44233999966875 37.73444999978074, -122.44208500029895 37.73443099983078, -122.44201099978078 37.734403000045226, -122.442004999933 37.73381199976635, -122.44200199955996 37.733098000220096, -122.44203300042041 37.73302600026583, -122.44202699967433 37.73235699994784, -122.44431399989489 37.73234700025301, -122.44429999965121 37.73227700021988, -122.44430200019934 37.73160499994545, -122.44429999965121 37.73151799989534, -122.44429499962831 37.73107000006072, -122.44429800000138 37.73070799969244, -122.44429100032868 37.729897000218045, -122.44656900032845 37.72989199984944, -122.4488549998258 37.72988199982173, -122.44885999984866 37.7306899998399, -122.44886300022172 37.73112900032393, -122.44886599969647 37.73150899971288, -122.44886599969647 37.731542999765075, -122.44886599969647 37.73157800013683, -122.44886599969647 37.7316440002042, -122.4488690000695 37.73232599982376, -122.44887300026745 37.733069000325855, -122.44887800029035 37.733809999866814, -122.44833000011926 37.73381199976635, -122.44833099994416 37.73428000035426, -122.4473190001659 37.73428299982933, -122.44704899982914 37.73425199980117, -122.44684899981263 37.7341770000689, -122.44653599981815 37.73399199974141, -122.44639199987814 37.73389399986455, -122.44618699983872 37.73382399987307, -122.44602299980717 37.73381699987024, -122.44578199978277 37.733849999979114, -122.44569499974412 37.73397099977871, -122.44538599994763 37.73424499983886, -122.44534999996263 37.73432200009845, -122.44535400016058 37.73454899992723, -122.4449540001275 37.73455200010179, -122.44433700035944 37.73455700015571, -122.44297099968053 37.73456400008852, -122.44274100042509 37.73456400008852, -122.44260599980755 37.73454700004754))",82.14285714285714,75% and more
96,9452,1060,415.0,43.0,458,43.2,"POLYGON ((-122.47517300019682 37.734562000209294, -122.47506299969366 37.732494999861494, -122.47497200035536 37.73107200003427, -122.47490799988296 37.73040899979855, -122.47488799979149 37.72983199966283, -122.47485699982933 37.7290100000263, -122.47507000026467 37.72906600011315, -122.47511999959508 37.72985599974335, -122.47518999991527 37.72997000001938, -122.47531899978671 37.73004299974875, -122.47587000033084 37.73005299975473, -122.47593700027798 37.73011899976041, -122.47606399960128 37.7301520000964, -122.47726200005071 37.73013600010754, -122.47828899989757 37.7301349997529, -122.47840600007345 37.73009099976521, -122.47851700040154 37.73000899971832, -122.47857699977767 37.72991199990089, -122.4785850001736 37.72981299994885, -122.47855800040941 37.729448999812696, -122.47933699966086 37.72946499994994, -122.4798179998848 37.72938200026604, -122.48060799990522 37.72923200009626, -122.48279600039162 37.72862999989183, -122.48224700039563 37.72804299982855, -122.48182100042325 37.7271679999308, -122.48381099964462 37.7270290003507, -122.48395299993483 37.72702500018512, -122.4839570001328 37.72708999965159, -122.48405300039227 37.72741199992754, -122.48540499992917 37.7290189998021, -122.48572200012157 37.72929200005852, -122.48647299978391 37.72950399991483, -122.48660599985331 37.729554999947204, -122.48656599967036 37.72966099992999, -122.48651600033995 37.729802000261806, -122.48650200009625 37.72983100001457, -122.48643000012622 37.7299769996754, -122.48631100030053 37.73022099965342, -122.48617700040623 37.730591000217544, -122.48617900005607 37.730878999849445, -122.485301999997 37.73094600017312, -122.48442300028813 37.73101299972563, -122.48451500034963 37.73231600012469, -122.48465400026679 37.73423000032328, -122.48471000034331 37.73438900014846, -122.48407500013356 37.7344150000561, -122.48388099996482 37.734423000299124, -122.4837820002306 37.734432000127384, -122.48367500010049 37.7344329997136, -122.48321599961785 37.734454999841546, -122.48287500003431 37.734471999903654, -122.48235100015269 37.734497000196875, -122.48211000012826 37.73450900019256, -122.48202100043983 37.73451299995382, -122.48189699969295 37.734519000305866, -122.4814869996141 37.734536999938015, -122.48113299961179 37.73455200010179, -122.4802539999029 37.73458999993476, -122.47970300025708 37.734613999893945, -122.47954699972317 37.73461899994367, -122.47936900034624 37.73462900004212, -122.47870599964911 37.73465199969508, -122.47802299975879 37.734676000344614, -122.4771859998827 37.73470599990237, -122.47708899979833 37.73470400002697, -122.47518900009035 37.73476199994419, -122.47517300019682 37.734562000209294))",90.61135371179039,75% and more
97,9721,813,358.0,39.0,397,48.8,"POLYGON ((-122.47156899970113 37.734707000195264, -122.47169500009784 37.7345740001944, -122.47174899962619 37.734220000171, -122.4717629998699 37.733853000182, -122.47180100040305 37.733261000173755, -122.47150799960177 37.73322900011529, -122.47132199982894 37.733234999860876, -122.47139999964674 37.73193700023429, -122.47159700018854 37.7319500002645, -122.47188500006861 37.73195600011378, -122.47194100014512 37.73110499994556, -122.47166699961043 37.730983000092515, -122.4714540000734 37.73095099976006, -122.4705309999836 37.730530999886795, -122.47008999994264 37.73033799971291, -122.46931199961777 37.73001299972272, -122.46905600042304 37.729913000258556, -122.46882899974402 37.729802000261806, -122.46871599976612 37.72974100035279, -122.46857900039709 37.729644999835095, -122.46847999976455 37.729575999741385, -122.46832300030404 37.72944400012434, -122.46816699977013 37.72924299986802, -122.46804999959426 37.729030999975016, -122.46768100042162 37.72835400032181, -122.46758599998707 37.72819300027521, -122.46739600001625 37.727920000230284, -122.46728399986327 37.72780299990299, -122.46723000033492 37.727750000021814, -122.46670399990512 37.72731700033598, -122.46665299985149 37.72725999995411, -122.46669800005736 37.7271769999304, -122.4667440000881 37.72708400011859, -122.46742100013063 37.726678999966225, -122.46775800041452 37.72652699990939, -122.4681819998387 37.72638999993674, -122.46903100030869 37.726282000142724, -122.4691860001194 37.72629999964569, -122.46985700031412 37.72632099965235, -122.47045800018867 37.72649299968569, -122.47084399997803 37.72672000006841, -122.47113199985813 37.72678800029173, -122.47170299959544 37.726807999760425, -122.47195899968848 37.72681800020323, -122.47214899965927 37.72682300006887, -122.47237899981305 37.726820999980575, -122.47334700010869 37.726855000053696, -122.4742330003886 37.726887999712694, -122.47465500016297 37.72690399969274, -122.47474499967635 37.726936000353035, -122.47499900011958 37.72692500023866, -122.47495599956355 37.7279729999898, -122.47485699982933 37.7290100000263, -122.47488799979149 37.72983199966283, -122.47490799988296 37.73040899979855, -122.47497200035536 37.73107200003427, -122.47506299969366 37.732494999861494, -122.47517300019682 37.734562000209294, -122.47518900009035 37.73476199994419, -122.4750440003254 37.734763999818064, -122.47420400007626 37.73475399973785, -122.47405099991538 37.73475800019633, -122.4732330003059 37.73478099980922, -122.47263099970812 37.73479799979647, -122.47233100013246 37.7348059999981, -122.47209799960565 37.73481200032635, -122.47175500037228 37.73482199968828, -122.47156899970113 37.734707000195264))",90.17632241813602,75% and more
98,9733,1033,433.0,101.0,534,51.7,"POLYGON ((-122.44888400013812 37.73444700031244, -122.4488959998337 37.734379000017604, -122.44889300035896 37.73427700016867, -122.44887800029035 37.733809999866814, -122.44887300026745 37.733069000325855, -122.4488690000695 37.73232599982376, -122.44886599969647 37.7316440002042, -122.44886599969647 37.73157800013683, -122.44886599969647 37.731542999765075, -122.44886599969647 37.73150899971288, -122.44886300022172 37.73112900032393, -122.44885999984866 37.7306899998399, -122.4488549998258 37.72988199982173, -122.45113500037368 37.72987199979266, -122.45244199970475 37.729865999774574, -122.45322099985451 37.72986300012058, -122.4533940001069 37.72983700003548, -122.4534090001755 37.730671999982995, -122.45341000000039 37.73113700021152, -122.45341000000039 37.73145100008927, -122.45341099982532 37.731491999680905, -122.45341099982532 37.731530999999165, -122.45341099982532 37.73156800033679, -122.45341199965024 37.73162700020321, -122.45341900022125 37.732305999713844, -122.45342500006903 37.733039999709845, -122.45385600006425 37.73299299978971, -122.45263099985063 37.73376799983224, -122.45250600017717 37.733795999857925, -122.45116899981058 37.73380200026802, -122.45044800028545 37.73380400016782, -122.449875 37.733806000067524, -122.44977200006784 37.73385800028313, -122.44961499970898 37.73402600007438, -122.44938600027845 37.73417300028943, -122.44934799974531 37.73419799997317, -122.44932400035418 37.73491400014869, -122.4492969996917 37.73494800005826, -122.44926200042991 37.734966000296566, -122.44888999998591 37.734971000322524, -122.44888400013812 37.73444700031244))",81.08614232209737,75% and more
99,7941,953,253.0,90.0,343,36.0,"POLYGON ((-122.41960599970196 37.73502700016392, -122.41872500034323 37.73498300024134, -122.41809900035437 37.73495199979587, -122.41747900021325 37.73492100004775, -122.41682399991204 37.73488799970583, -122.41617199998389 37.73485600035055, -122.41555400039093 37.73482499985184, -122.41493500007469 37.734794000050606, -122.41431300028378 37.73476300023633, -122.41368899994471 37.73473199969874, -122.41379600007483 37.7335750002804, -122.41381000031853 37.73343099980854, -122.41382399966393 37.73327799979959, -122.41364100026415 37.73336899973619, -122.41357199976883 37.733134000171034, -122.41349300012614 37.732864000112635, -122.41438799972852 37.7324170002199, -122.41511499999976 37.73222999981548, -122.41520899971111 37.73221200033291, -122.41545899995634 37.73216400027043, -122.41593900035538 37.73207199994529, -122.41665700040576 37.73201299972296, -122.41739200017462 37.732049999819694, -122.41846099985429 37.73206000026511, -122.41924400020201 37.73206000026511, -122.41946400031006 37.73206000026511, -122.42026100000317 37.7320120001041, -122.42035800008753 37.73200600025941, -122.4207000003943 37.73195499978371, -122.42073700020423 37.73208199967727, -122.42077099964109 37.73219099986538, -122.42088899964186 37.73257599967561, -122.42094999974124 37.732609000337575, -122.42107299976487 37.732675000196394, -122.42121699970491 37.732764999844555, -122.42132700020811 37.732873999737656, -122.42143599998803 37.733132000253136, -122.42154499976799 37.733282000337866, -122.42174499978454 37.73338000031429, -122.42182213901629 37.733638643440806, -122.42163131978195 37.73360720337684, -122.42127955388975 37.733629760029146, -122.42076616580655 37.733592165368016, -122.42049996444516 37.733652316674544, -122.420262284594 37.733825250964536, -122.42025277772335 37.73403577930555, -122.42024327085272 37.734622248057676, -122.42020942053618 37.73505726883315, -122.41960599970196 37.73502700016392))",73.76093294460642,70-75%
100,7854,521,205.0,45.0,250,48.0,"POLYGON ((-122.4284370003919 37.73495100021666, -122.42835399965288 37.73491499972833, -122.42783899999209 37.73469399993865, -122.42740100032418 37.7345070003118, -122.42623700020994 37.73400500012132, -122.42615799966893 37.73397099977871, -122.4263689995561 37.733746999805966, -122.42639100019574 37.73367499977232, -122.42733799967668 37.732720999998676, -122.42803800018373 37.7320160000003, -122.42820600041321 37.73205199976682, -122.42853000027831 37.73212099968478, -122.42917200016073 37.73222700025724, -122.42956999964568 37.732292999746136, -122.43014899977891 37.732338999785675, -122.43034499959748 37.73235500000895, -122.43094800002015 37.732338000171254, -122.43130500039553 37.73232799976338, -122.43171600029926 37.732283000042656, -122.43178900009418 37.732257999712346, -122.43184000014783 37.73225399982922, -122.43184500017071 37.732272000011996, -122.43189000037657 37.732445999659035, -122.4319659996462 37.73264999999844, -122.4322040001959 37.732916999886015, -122.43223099996008 37.73293400030124, -122.4323020001052 37.73297999994262, -122.43232700021954 37.732996000027384, -122.43250700014461 37.73311100004653, -122.43253499973369 37.7331230002668, -122.43237200042539 37.73319899995909, -122.43092799992867 37.73386700018012, -122.43039599965111 37.73412100029506, -122.42979899997454 37.73440600022572, -122.42959999978292 37.734518000010375, -122.42939100044386 37.73463599996817, -122.42884300027276 37.73493199968487, -122.42860700027121 37.73505999973347, -122.42857299993601 37.73508199967513, -122.4284370003919 37.73495100021666))",82.0,75% and more
101,7719,1024,532.0,67.0,599,58.5,"POLYGON ((-122.4527840000115 37.73441399975926, -122.45250600017717 37.733795999857925, -122.45263099985063 37.73376799983224, -122.45385600006425 37.73299299978971, -122.45342500006903 37.733039999709845, -122.45341900022125 37.732305999713844, -122.45341199965024 37.73162700020321, -122.45341099982532 37.73156800033679, -122.45341099982532 37.731530999999165, -122.45341099982532 37.731491999680905, -122.45341000000039 37.73145100008927, -122.45341000000039 37.73113700021152, -122.4534090001755 37.730671999982995, -122.4533940001069 37.72983700003548, -122.45407199997432 37.72983399966986, -122.45400699967699 37.72944800015926, -122.4540019996541 37.729166000010586, -122.45399599980634 37.7288029999088, -122.45420699969351 37.72878700033897, -122.45456200041909 37.72878100023298, -122.45478400017694 37.72880999967507, -122.45524199993632 37.72884800032338, -122.45560299961134 37.728840000188505, -122.45560699980932 37.72921799993229, -122.45565200001516 37.729587000172494, -122.45573499985584 37.72987700016261, -122.45576599981796 37.72995199998745, -122.4558870001918 37.73024700031414, -122.45603100013184 37.7304890001237, -122.45625600026274 37.730789000040396, -122.45656800043226 37.73112099972506, -122.45658500015071 37.73114999967175, -122.456606999892 37.731187999829714, -122.45661500028794 37.73123399984529, -122.45748200030127 37.73104599966322, -122.4582189997199 37.73087800021531, -122.45841500043682 37.730847999817065, -122.4586916743578 37.730838154090925, -122.45869599974588 37.73083799991845, -122.45864899989023 37.73099899989837, -122.45852900023964 37.73129400031683, -122.45850199957714 37.73162700020321, -122.45852599986658 37.73202500012119, -122.45861399973012 37.73254299970941, -122.45875299964732 37.73296799969912, -122.45889099973955 37.73331300006169, -122.45906399999194 37.73364499979684, -122.45950500003286 37.734291000086614, -122.4590499997482 37.734458000019984, -122.45875500019544 37.73453899981797, -122.4583800002767 37.73458100012565, -122.45810999993998 37.73456799984687, -122.45768499979252 37.73448799966606, -122.4575629995938 37.734485999784724, -122.45743100024764 37.73459899974272, -122.4573519997066 37.73469599981432, -122.4571690003068 37.73486500012618, -122.45696400026739 37.734973000190706, -122.45671900004501 37.735037999785234, -122.4564079997004 37.735054000135726, -122.4560770001626 37.73499200000158, -122.45564100014451 37.734755000030106, -122.45532999979987 37.73480299983377, -122.45498900021636 37.73492600007673, -122.45476599973526 37.73495199979587, -122.45456200041909 37.734919999757736, -122.45442099995375 37.73486099967348, -122.4542529997243 37.734763999818064, -122.45400800040021 37.734712000238716, -122.45375800015495 37.73473999990745, -122.45351700013053 37.734861999964295, -122.45331499956586 37.73501599983051, -122.45309399963293 37.7351019997456, -122.4527840000115 37.73441399975926))",88.81469115191987,75% and more
102,7943,1060,263.0,47.0,310,29.2,"POLYGON ((-122.40617799990292 37.735158000198304, -122.40549500001264 37.73428700031331, -122.40509599980444 37.73371600026384, -122.40505999981944 37.73365199981586, -122.40465700031163 37.732949000079316, -122.4048249996428 37.7328589999444, -122.40487599969643 37.732831999882556, -122.40495600006236 37.732788999684885, -122.40513299961438 37.732693999886514, -122.40531500008754 37.732595999712544, -122.40560799999054 37.732439000236454, -122.40657499956295 37.73214099984461, -122.40676399970884 37.732083000005616, -122.40753899966066 37.7318470002902, -122.40850899960613 37.731551999943406, -122.40891399966208 37.73142800015247, -122.40947799972669 37.73125499987375, -122.41050999959646 37.7309380002649, -122.41057200041904 37.7309190001242, -122.41139400022652 37.730607999745885, -122.41233800023274 37.730249000309904, -122.41263199996061 37.730138000106365, -122.41284299984781 37.73079699996472, -122.41305299991006 37.731451999715716, -122.41326499962219 37.73211200028603, -122.41335800040692 37.73240200033406, -122.41338400034618 37.73249299992638, -122.41281799973343 37.73270800010378, -122.41052499966506 37.73363900008447, -122.40922900020468 37.734147000296815, -122.40920599974012 37.73415100007769, -122.40913700014316 37.73416600031966, -122.40874399978277 37.73424699972664, -122.40810600009833 37.73431300025677, -122.40800399999105 37.73432399998416, -122.40746000001793 37.73426599972384, -122.40686900018913 37.73449999966316, -122.40683999987684 37.73451100007322, -122.40681599958737 37.734521000186255, -122.40713000030505 37.735047000249246, -122.40684800027273 37.735134999992134, -122.40681499976247 37.73514600030785, -122.40664599970806 37.73519899986865, -122.40654799979878 37.735230000210706, -122.40629500007877 37.735307000156354, -122.40617799990292 37.735158000198304))",84.83870967741936,75% and more
103,7939,809,337.0,88.0,425,52.5,"POLYGON ((-122.42453400014547 37.735355999886345, -122.42437599996173 37.73534299974364, -122.42388800006509 37.735302000153084, -122.42366100028435 37.735283999996476, -122.42268799996585 37.73520500016504, -122.4226019997521 37.7351769999617, -122.42239900026084 37.73516599965059, -122.4222720000392 37.73516000006148, -122.42212100042649 37.73515300018503, -122.4218610001355 37.73514000000668, -122.42167600018756 37.73512999997725, -122.42022400019324 37.73505799986759, -122.42020942053618 37.73505726883315, -122.42024327085272 37.734622248057676, -122.42025277772335 37.73403577930555, -122.420262284594 37.733825250964536, -122.42049996444516 37.733652316674544, -122.42076616580655 37.733592165368016, -122.42127955388975 37.733629760029146, -122.42163131978195 37.73360720337684, -122.42182213901629 37.733638643440806, -122.42174499978454 37.73338000031429, -122.42154499976799 37.733282000337866, -122.42143599998803 37.733132000253136, -122.42132700020811 37.732873999737656, -122.42121699970491 37.732764999844555, -122.42107299976487 37.732675000196394, -122.42094999974124 37.732609000337575, -122.42088899964186 37.73257599967561, -122.42077099964109 37.73219099986538, -122.42073700020423 37.73208199967727, -122.4207000003943 37.73195499978371, -122.42071299991477 37.731952999833965, -122.42113399986425 37.731890999944966, -122.42127899962921 37.731868999765645, -122.42170299995175 37.73180699980632, -122.4228200002103 37.73164099991174, -122.42391999985215 37.731553000278964, -122.4239819997764 37.731551999943406, -122.42455400023695 37.73154899964727, -122.42464499957522 37.73154899964727, -122.42498600005709 37.73155999978529, -122.42556299964215 37.73157899976151, -122.42610400014057 37.73165099970192, -122.42639100019574 37.731689999936435, -122.42711900029187 37.73182599971915, -122.42734299969955 37.73186800014482, -122.42803800018373 37.7320160000003, -122.42733799967668 37.732720999998676, -122.42639100019574 37.73367499977232, -122.4263689995561 37.733746999805966, -122.42615799966893 37.73397099977871, -122.42608700042211 37.73394099992316, -122.42605599956167 37.73396899988348, -122.42579100014612 37.73423499968855, -122.42576600003174 37.73426099965027, -122.42570800030543 37.73431800032682, -122.42478699986545 37.73524099980192, -122.42470300019986 37.735370000310645, -122.42453400014547 37.735355999886345))",79.29411764705883,75% and more
104,9808,778,387.0,79.0,466,59.9,"POLYGON ((-122.44106400029986 37.734973000190706, -122.44031299973915 37.73480299983377, -122.43993699999554 37.734838000085446, -122.43960800010755 37.734770999731296, -122.43929400028821 37.73465299998871, -122.43894399958552 37.73450900019256, -122.43862899994126 37.734394000213385, -122.43840800000831 37.73434100007634, -122.43752900029945 37.73416899979935, -122.43677600008893 37.73401999968243, -122.43668599967725 37.734000000030136, -122.43660600020962 37.73398699964933, -122.4359430004108 37.73385500008043, -122.43585200017422 37.73383700028243, -122.43576299958745 37.73382000007453, -122.43509499976574 37.733686000304964, -122.43501100010019 37.733669999658844, -122.43492999990931 37.73365199981586, -122.43426399973745 37.733513000328635, -122.4341619996302 37.73349299982893, -122.4340560002233 37.733469999815995, -122.43324699993632 37.73330099987222, -122.43311399986692 37.73327599988562, -122.43284199988034 37.73322900011529, -122.43272100040484 37.73318699975115, -122.43253499973369 37.7331230002668, -122.4328729998425 37.7329670000932, -122.43344299975489 37.73270400024495, -122.43429899989755 37.73231099991943, -122.43491400001578 37.732038000136, -122.43506100032887 37.731965000241956, -122.43542500037695 37.731785999934345, -122.4358920003572 37.73157699980165, -122.43603700012216 37.73156700000148, -122.43667900000457 37.731538000218045, -122.43545799998893 37.7320929997361, -122.43499299965852 37.73229499968665, -122.43508100042037 37.73232100032959, -122.43516599991088 37.73234700025301, -122.43541299978308 37.73238600012094, -122.4362379999636 37.73238200024472, -122.43746200035228 37.73237700004393, -122.43974799984966 37.732367999965824, -122.44202699967433 37.73235699994784, -122.44203300042041 37.73302600026583, -122.44200199955996 37.733098000220096, -122.442004999933 37.73381199976635, -122.44201099978078 37.734403000045226, -122.44202000000162 37.735402999727334, -122.44176599955841 37.7354279997062, -122.44106400029986 37.734973000190706))",83.04721030042919,75% and more
