,precinct,registered_voters,yes,no,votes_cast,turnout,geometry,yes_perc,yes_perc_bin
301,7807,1025,383.0,136.0,519,50.6,"POLYGON ((-122.42371399998781 37.77270099994271, -122.42368499967549 37.772561000165695, -122.42362000027649 37.77229799971054, -122.42340199981828 37.771975000342046, -122.42352499984193 37.771898000202945, -122.42363199997206 37.77180700006432, -122.42366499958399 37.77178099980125, -122.42492900015566 37.77077800015296, -122.4264020000664 37.76959599992131, -122.4266840000987 37.76953400032002, -122.42821999975858 37.76944099975546, -122.42827500001019 37.76970100026136, -122.42842599962292 37.770451999685925, -122.42678100018308 37.770660000302335, -122.42697000032896 37.77159299964809, -122.42706400004029 37.77205900033776, -122.42715799975161 37.77252500022076, -122.42551199958855 37.77273399975523, -122.42386799997358 37.77294300011903, -122.42376400021652 37.77295600004737, -122.42371399998781 37.77270099994271))",73.79576107899807,70-75%
302,9503,935,339.0,137.0,476,50.9,"POLYGON ((-122.44571700038372 37.77208000014427, -122.44553499991056 37.77114200013058, -122.44534499993975 37.77020999987788, -122.44693400020142 37.77000799973091, -122.44857899964128 37.76979799977354, -122.44964499984623 37.76966200017278, -122.45021700030676 37.76958899975134, -122.45040800010247 37.770518999692335, -122.45059999972308 37.771459999896884, -122.45187099996744 37.77129899987798, -122.45224199968821 37.77123000026976, -122.45378200044439 37.771021999836535, -122.45390200009501 37.77105399988664, -122.45396999986704 37.77137999982986, -122.45399800035446 37.77151700032675, -122.45401800044597 37.771615999885086, -122.45408299984497 37.77192999987399, -122.45395899999639 37.771996999961296, -122.45243699968188 37.772188999652734, -122.45224199968821 37.77218099994179, -122.45078700021915 37.77236800023627, -122.4491429997059 37.77257899977657, -122.44749700044112 37.77279000013485, -122.44590200033167 37.772994999818806, -122.44571700038372 37.77208000014427))",71.21848739495799,70-75%
303,9509,999,356.0,165.0,521,52.2,"POLYGON ((-122.43719000036572 37.77221000013236, -122.43699399964883 37.77127399994504, -122.43704600042568 37.77126699993386, -122.43708999990831 37.7712609997209, -122.43707499983968 37.77118299974848, -122.43692099985388 37.77041200018307, -122.43690199958732 37.77033599964788, -122.43780200011092 37.77021399984005, -122.43851699978826 37.77012599991189, -122.43925400010524 37.77002500014773, -122.43946099979448 37.77040599990074, -122.4396730004049 37.770543000072, -122.44026300040878 37.77072499979804, -122.44035799994502 37.770847000182975, -122.44054600026598 37.77177900021762, -122.44073500041186 37.772713000134466, -122.4390890002488 37.77292199984754, -122.43746900002498 37.77312699987559, -122.43742299999423 37.77313299993711, -122.43738299981125 37.773138000224705, -122.43719000036572 37.77221000013236))",68.33013435700576,65-70%
304,7517,1202,470.0,213.0,683,56.8,"POLYGON ((-122.433922000329 37.77262000001783, -122.43373499983294 37.77168799993253, -122.43209200004291 37.77189699970269, -122.43199800033157 37.77143100012225, -122.43190399972194 37.770963999932334, -122.43271700020689 37.77086100028414, -122.43354700041029 37.77075499965524, -122.43440500020277 37.77064600016316, -122.43518400035254 37.77054799982464, -122.43668099965439 37.770364000041006, -122.43680299985313 37.770349000034635, -122.43684899988388 37.77034299974719, -122.43690199958732 37.77033599964788, -122.43692099985388 37.77041200018307, -122.43707499983968 37.77118299974848, -122.43708999990831 37.7712609997209, -122.43704600042568 37.77126699993386, -122.43699399964883 37.77127399994504, -122.43719000036572 37.77221000013236, -122.43738299981125 37.773138000224705, -122.43730099979551 37.7731489998621, -122.43575099989187 37.773345999675875, -122.43410899992675 37.773548999702584, -122.433922000329 37.77262000001783))",68.81405563689604,65-70%
305,9506,1087,416.0,182.0,598,55.0,"POLYGON ((-122.44073500041186 37.772713000134466, -122.44054600026598 37.77177900021762, -122.44035799994502 37.770847000182975, -122.44199800026033 37.77063800028534, -122.4433120001624 37.7704699998102, -122.44364900044626 37.770425999656496, -122.44534499993975 37.77020999987788, -122.44553499991056 37.77114200013058, -122.44571700038372 37.77208000014427, -122.44590200033167 37.772994999818806, -122.44421599998562 37.77321199975512, -122.44256499979966 37.77342400020679, -122.44092200000962 37.77363500028385, -122.44073500041186 37.772713000134466))",69.56521739130434,65-70%
306,7519,1231,407.0,184.0,591,48.0,"POLYGON ((-122.4290850001221 37.773721999820616, -122.42898999968756 37.77324800007563, -122.42889000012842 37.77275400030142, -122.42885699961816 37.772590000207224, -122.4288020002649 37.77231600009553, -122.43043400018428 37.77210799987699, -122.43209200004291 37.77189699970269, -122.43373499983294 37.77168799993253, -122.433922000329 37.77262000001783, -122.43410899992675 37.773548999702584, -122.43246699996166 37.77375700012773, -122.43235099961068 37.7737789999268, -122.43082499999652 37.77397300019561, -122.42917800000852 37.77418100013799, -122.4290850001221 37.773721999820616))",68.8663282571912,65-70%
307,7621,812,222.0,30.0,252,31.0,"POLYGON ((-122.39213499998566 37.77485800027485, -122.39191200040291 37.77467999979178, -122.39173999997546 37.77454300018524, -122.39172699955667 37.77453200004512, -122.39156900027123 37.774406000324795, -122.39155099982956 37.77425599980298, -122.39152200041556 37.77412700033207, -122.39143799985165 37.77348600009673, -122.39139500019395 37.77321700003737, -122.39134800033827 37.77285400011105, -122.39133900011745 37.77281099973375, -122.39129499973653 37.771905999944515, -122.3911809999337 37.77102300034869, -122.39288499982311 37.770921999679445, -122.39457899966676 37.770821000292436, -122.39457899966676 37.770913000027946, -122.39457000034426 37.77095600008886, -122.39456500032139 37.770978999813956, -122.3945240003135 37.77105900031482, -122.39444399994754 37.771121999858394, -122.39363399983564 37.77176600008234, -122.39307599961882 37.77221000013236, -122.39371900022446 37.77275899990457, -122.39392300043895 37.77270099994271, -122.39408800029538 37.77273099970834, -122.39418299983163 37.77275999968313, -122.39427099969521 37.772767000262995, -122.39433699981743 37.77274899998786, -122.39451699974249 37.772642999935414, -122.39597200010986 37.771483999971124, -122.39632799976202 37.771184000258465, -122.39638499966343 37.77112999968386, -122.39662400003802 37.77133300011404, -122.39668000011453 37.771376999728034, -122.39670880459411 37.77140028832596, -122.39670695855618 37.771400443124094, -122.39670373450262 37.77140936247691, -122.39666426342737 37.771446190211265, -122.39663750620831 37.77145643812299, -122.39657867284541 37.7714646928319, -122.39650043048248 37.77151201839166, -122.39642471687708 37.771567960760045, -122.39634856579214 37.77161578544064, -122.39624836950195 37.771691450212636, -122.3961283959025 37.77179439331787, -122.39601496114003 37.77188911286262, -122.39591650129329 37.77196851236322, -122.39583977798152 37.77201784995915, -122.3957862105428 37.77205822777426, -122.39573119322321 37.77210598894095, -122.39568521565036 37.77212124137805, -122.39562975725798 37.77215204589482, -122.39554576477892 37.772223791213364, -122.39549706081915 37.77226441247166, -122.39545940883234 37.772274883233436, -122.39461952536419 37.77292544438952, -122.39373382242663 37.773624996225244, -122.39271503677473 37.774434151838264, -122.39281084748967 37.774508777758484, -122.39272523355152 37.77463811241783, -122.39253676700491 37.77478674105683, -122.39253109863547 37.774845818658484, -122.39251499992724 37.7749619997843, -122.39235682547034 37.7750228360355, -122.39234599987286 37.77502699975848, -122.39213499998566 37.77485800027485))",88.09523809523809,75% and more
308,9147,146,64.0,12.0,76,52.1,"POLYGON ((-122.45125599984921 37.77469500033966, -122.45116299996279 37.77424900007412, -122.45281300032383 37.77404100032309, -122.45262400017795 37.773105999656366, -122.45323500009823 37.77302800021014, -122.45428500040964 37.772895000199824, -122.454451000091 37.77371100026841, -122.45448100022824 37.77386099976583, -122.45454200032758 37.77416000021814, -122.45464199988669 37.774645999674675, -122.45468299989457 37.77475499966064, -122.45359499994834 37.77489399979389, -122.45300300029463 37.77497099965308, -122.4528099999508 37.774995000007735, -122.45135799995646 37.77517499993431, -122.45125599984921 37.77469500033966))",84.21052631578947,75% and more
309,7602,1118,351.0,75.0,426,38.1,"POLYGON ((-122.41929899955528 37.775034000123696, -122.4192709999662 37.77490400013054, -122.41869900040398 37.773081000334386, -122.41868500016028 37.77303500005454, -122.4186380003046 37.772905000096834, -122.41860800016738 37.77273099970834, -122.41846900025021 37.77232300000735, -122.418439000113 37.772223000189626, -122.41839899993 37.772101999732286, -122.41802900003415 37.77087600018665, -122.41799499969898 37.770764999841674, -122.41791500023133 37.77062599975682, -122.41779399985751 37.77043500007737, -122.41772000023767 37.77035699994373, -122.41777700013908 37.76997500012204, -122.41778100033703 37.76991799992365, -122.4177639997203 37.76985699970009, -122.41776100024553 37.769803000286664, -122.41778800000975 37.76976100008443, -122.41780300007832 37.769738999799905, -122.41780499972816 37.76971899985834, -122.41813000031651 37.76980599974224, -122.41994499963566 37.769984999703794, -122.42015499969797 37.77000200012591, -122.42082900026573 37.77006499985993, -122.42125199986505 37.77012699972607, -122.42142299956924 37.7701620003148, -122.42161199971515 37.770224000099596, -122.42172999971592 37.770258999932295, -122.42224600009996 37.770518999692335, -122.4224390004438 37.770664000240224, -122.42244399956837 37.77071500031635, -122.42245699998716 37.77086100028414, -122.42258400020876 37.77096499973518, -122.42271800010305 37.77109600006455, -122.42283500027892 37.77123499997594, -122.42296499997525 37.771390999728794, -122.42307200010539 37.771563000130826, -122.42312099961087 37.7716569999503, -122.4231790002355 37.771784999678495, -122.42325000038065 37.77193699982235, -122.42340199981828 37.771975000342046, -122.42326700009906 37.772057999839625, -122.42262000019376 37.77250300004852, -122.42218599982549 37.77290899991322, -122.42198900018202 37.77307399978425, -122.42191600038707 37.773123000070946, -122.42131999963708 37.773591999650684, -122.42108899965841 37.77377500015747, -122.42071399973969 37.7740780000007, -122.42025400033047 37.774358999692254, -122.42017700033757 37.7744569999501, -122.41968100004505 37.774870999866486, -122.41933399971539 37.77521000026363, -122.41929899955528 37.775034000123696))",82.3943661971831,75% and more
310,7605,794,185.0,70.0,255,32.1,"POLYGON ((-122.4153719999177 37.77484400022048, -122.41490999996036 37.774476000274845, -122.41436799963705 37.77404299984555, -122.4155610000636 37.77310100007669, -122.41500200002186 37.77264900003622, -122.4143919999265 37.77215799988055, -122.4140270000535 37.77186400022669, -122.41247999962462 37.77062999969649, -122.41261900044013 37.77052100002014, -122.4127509997863 37.77038900028162, -122.41304600023737 37.770052000133354, -122.41320900044398 37.76985400024653, -122.41334699963795 37.76957800029439, -122.4133850001711 37.769502000322184, -122.41346600036195 37.76951199996795, -122.41412199958977 37.76953699978652, -122.41474799957865 37.76955900013113, -122.41481899972374 37.769564999772136, -122.41489900008969 37.76956399995031, -122.41548700044376 37.76958899975134, -122.41557899960695 37.76957800029439, -122.41574799966136 37.7695860002869, -122.4168010003458 37.76965699965011, -122.41726599977791 37.76971099988022, -122.41774100015405 37.769758999736055, -122.41778800000975 37.76976100008443, -122.41776100024553 37.769803000286664, -122.4177639997203 37.76985699970009, -122.41778100033703 37.76991799992365, -122.41777700013908 37.76997500012204, -122.41772000023767 37.77035699994373, -122.41779399985751 37.77043500007737, -122.41791500023133 37.77062599975682, -122.41799499969898 37.770764999841674, -122.41802900003415 37.77087600018665, -122.41839899993 37.772101999732286, -122.418439000113 37.772223000189626, -122.41846900025021 37.77232300000735, -122.41860800016738 37.77273099970834, -122.4186380003046 37.772905000096834, -122.41851199990793 37.77303899986389, -122.41845699965631 37.7730980000447, -122.41802999985907 37.77347400003048, -122.41764900009255 37.77384199999306, -122.4171870001352 37.77422599994611, -122.41710400029451 37.7743250001376, -122.41590800039324 37.77527200007593, -122.4153719999177 37.77484400022048))",72.54901960784314,70-75%
311,9133,1086,428.0,72.0,500,46.0,"POLYGON ((-122.50682099979595 37.77340699986142, -122.50668500025184 37.77154200017753, -122.50775099955847 37.77149499985458, -122.5088229996112 37.771445999909126, -122.50989499966391 37.771396000134196, -122.51094599980024 37.771343000222245, -122.5111240000755 37.77132300000448, -122.51114199961884 37.77142000022921, -122.51133699961248 37.77282800021615, -122.51134099981046 37.77294999997148, -122.51133699961248 37.77301900010483, -122.51131400004627 37.773574000286416, -122.51126299999264 37.7741930000895, -122.51134400018351 37.774989000097314, -122.51135199968112 37.775082999821464, -122.5112029997182 37.775084000278675, -122.51016900019862 37.77512799979063, -122.509092000123 37.77517700013616, -122.50802400026825 37.77522599973915, -122.50695700023837 37.77527500001972, -122.50682099979595 37.77340699986142))",85.6,75% and more
312,7618,677,240.0,31.0,271,40.0,"POLYGON ((-122.39702999991889 37.77519199987314, -122.39682999990235 37.77503199991798, -122.39676999962788 37.77498399993491, -122.39638100036379 37.77467399985579, -122.39626099981486 37.7745780001037, -122.39618800001993 37.77451899968381, -122.39557700009965 37.7740309998697, -122.39780099967274 37.77227200033022, -122.39787000016803 37.77221700005426, -122.3979110001759 37.77218499979739, -122.3979320000923 37.77216799987718, -122.39800499988725 37.77211000016182, -122.3980710000095 37.772057999839625, -122.39818800018534 37.77196500031931, -122.39812799991088 37.77180600027286, -122.39807400038252 37.77159499994684, -122.39804099987225 37.77129800007965, -122.39802400015381 37.77107000026157, -122.39802165644922 37.77103869184265, -122.39814186810224 37.77096462693936, -122.3981458925547 37.77090476584996, -122.39815559795304 37.770848377044295, -122.39826501185632 37.770747537326834, -122.39834096531193 37.77068348085044, -122.39839132576508 37.77063204617721, -122.39846060922966 37.77059216748717, -122.39847247507626 37.770541148863956, -122.39856352651682 37.77047926224963, -122.39852128773217 37.7704359778745, -122.39848005955221 37.77034901352637, -122.39846711932051 37.77026632242152, -122.39850027344274 37.77016155295496, -122.3984370024023 37.77014322256138, -122.39838808644015 37.770104876703954, -122.39827952683467 37.770180670129, -122.39821842432737 37.770201159200845, -122.39813878418587 37.77024083572492, -122.39806052565326 37.770279823436624, -122.39798280700815 37.77035452029862, -122.39797899994795 37.77027799991569, -122.39797599957491 37.77020699972857, -122.39793700011516 37.76996099985312, -122.39792000039674 37.769883999747044, -122.39788900043459 37.76974100014881, -122.39771700000715 37.76938700003825, -122.39744500002058 37.76880300028818, -122.39736999967752 37.768724000020114, -122.39723099976035 37.76857800009361, -122.3968270004276 37.76815300006746, -122.39651799973282 37.76790500006158, -122.39665300035034 37.76782499969901, -122.39742199955603 37.76843800032132, -122.3981789999645 37.76904099970469, -122.39859400006621 37.76937100000931, -122.39904599997783 37.76973200035357, -122.39916300015368 37.76982499984204, -122.400022999596 37.77051499974665, -122.40080400029387 37.771138000218556, -122.40165700006352 37.771817000108484, -122.39964799967727 37.77340399984183, -122.39961599989022 37.77342899976467, -122.3995160003311 37.77350700020802, -122.39950100026246 37.77351900026891, -122.39943299959212 37.773572999808835, -122.39720599964598 37.7753320003487, -122.39702999991889 37.77519199987314))",88.56088560885608,75% and more
313,9502,942,375.0,137.0,512,54.4,"POLYGON ((-122.44951699979971 37.774459999926954, -122.44932600000399 37.77352500029862, -122.4491429997059 37.77257899977657, -122.45078700021915 37.77236800023627, -122.45224199968821 37.77218099994179, -122.45243699968188 37.772188999652734, -122.45395899999639 37.771996999961296, -122.45408299984497 37.77192999987399, -122.45428500040964 37.772895000199824, -122.45323500009823 37.77302800021014, -122.45262400017795 37.773105999656366, -122.45281300032383 37.77404100032309, -122.45116299996279 37.77424900007412, -122.45125599984921 37.77469500033966, -122.45135799995646 37.77517499993431, -122.44970799959542 37.775389999666686, -122.44951699979971 37.774459999926954))",73.2421875,70-75%
314,7612,801,206.0,34.0,240,30.0,"POLYGON ((-122.406105000108 37.7753619997568, -122.40604099963558 37.77531799967404, -122.40579100028863 37.775112000293845, -122.4056990002271 37.7750379998249, -122.405443999959 37.77483500033624, -122.40489099976504 37.77439399969781, -122.4047479996499 37.774281000147745, -122.40320500031731 37.77305100000075, -122.40165700006352 37.771817000108484, -122.40080400029387 37.771138000218556, -122.40228600042546 37.769960000036704, -122.40240400042623 37.769866000190234, -122.40303799991273 37.76982899982503, -122.40340699998367 37.769807000270845, -122.40401000040634 37.769772000224265, -122.40439100017285 37.76974999994301, -122.40499000039758 37.769714999869386, -122.40520299993456 37.76970200008133, -122.405407999974 37.76969000011101, -122.40558899972396 37.76967999977925, -122.40584399999206 37.76966500034418, -122.40593900042664 37.76965900000124, -122.40621300006303 37.76946300012864, -122.40639800001094 37.76937100000931, -122.4067250002491 37.76930699985876, -122.40688199970964 37.76929899983602, -122.40726400019935 37.76928000031119, -122.40746099984285 37.76927099974973, -122.40800700036411 37.76924400018906, -122.40855100033725 37.7692520002177, -122.40925799961865 37.76922099992431, -122.40953999965099 37.76923500033328, -122.41075499981883 37.76942200026711, -122.41083500018479 37.76941699972822, -122.41093100044425 37.769411000075216, -122.41088100021551 37.76932200007651, -122.41083099998681 37.76923200014443, -122.41081400026837 37.769052999780335, -122.41151499970202 37.768833000215025, -122.4117590000995 37.768693000215436, -122.41193499982661 37.76859100007926, -122.4122169998589 37.76837000001171, -122.41242400044646 37.768073999815115, -122.41334099979017 37.76802300004782, -122.41339600004174 37.76867100032329, -122.41342700000388 37.76903599985015, -122.41338900036905 37.76945900012584, -122.4133850001711 37.769502000322184, -122.41334699963795 37.76957800029439, -122.41320900044398 37.76985400024653, -122.41304600023737 37.770052000133354, -122.4127509997863 37.77038900028162, -122.41261900044013 37.77052100002014, -122.41247999962462 37.77062999969649, -122.41184100011526 37.77113500010691, -122.41127799987557 37.771578999685524, -122.41067799982594 37.772051999690866, -122.4100769999514 37.7725260000025, -122.4096829997661 37.77283800012223, -122.40891299983716 37.77344699987426, -122.40851600017714 37.773760000132995, -122.40798600044772 37.7741789999092, -122.40776799998949 37.77435100021614, -122.40740499976636 37.77463800022963, -122.40682900000618 37.77509300013255, -122.40636899969863 37.775457000168906, -122.40629599990369 37.775513999647515, -122.406105000108 37.7753619997568))",85.83333333333333,75% and more
315,9134,1241,436.0,132.0,568,45.8,"POLYGON ((-122.50146300008045 37.773653000343344, -122.50132800036126 37.77178699997206, -122.50240000041397 37.771738000220104, -122.50347300029159 37.77168899972558, -122.50454399962109 37.77163999990869, -122.50561099965097 37.77159199985373, -122.50668500025184 37.77154200017753, -122.50682099979595 37.77340699986142, -122.50695700023837 37.77527500001972, -122.50588400036075 37.775324000267815, -122.50481599960767 37.775372000030146, -122.50374500027817 37.775421000213946, -122.50267099967733 37.77547100010719, -122.50159799979967 37.77552000022538, -122.50146300008045 37.773653000343344))",76.76056338028168,75% and more
316,9135,1198,479.0,101.0,580,48.4,"POLYGON ((-122.4961150004107 37.77389800024354, -122.49597200029555 37.77203199966481, -122.49704699982303 37.771983000075224, -122.49811399985286 37.77193399974312, -122.49918300043089 37.77188500008859, -122.50025799995834 37.77183599969148, -122.50132800036126 37.77178699997206, -122.50146300008045 37.773653000343344, -122.50159799979967 37.77552000022538, -122.50051499987627 37.775569000311094, -122.49945500041744 37.77561799965428, -122.49838599983947 37.77566699967504, -122.4973189998096 37.77571499992472, -122.49625900035073 37.77576399988119, -122.4961150004107 37.77389800024354))",82.58620689655173,75% and more
317,7619,661,266.0,26.0,292,44.2,"POLYGON ((-122.39269499985231 37.77528999973682, -122.3925269996228 37.77516300014219, -122.39248306751385 37.775125588470104, -122.39252823660296 37.775042207570024, -122.39266128967294 37.77497706914975, -122.39270963520494 37.77497953443883, -122.39277653364242 37.775010312913, -122.3928156804259 37.77502900706483, -122.39286701914438 37.774996880926295, -122.39295353409275 37.774971139532674, -122.39308098437034 37.77494511127024, -122.39311095486315 37.774928923570904, -122.39317288561715 37.774873055460475, -122.393291147926 37.77478232809257, -122.39330062964382 37.7747413176896, -122.39334528759154 37.774669126061255, -122.39344538327038 37.77458896260415, -122.393591097196 37.774487386692336, -122.39371198078884 37.77440504530192, -122.3938041263774 37.77432333434861, -122.39389808835949 37.77425636406151, -122.39397101449259 37.7741993274004, -122.39406826700355 37.77410106692014, -122.3941600685374 37.77405406609374, -122.39431171314051 37.773940790521415, -122.39457622297424 37.77372276739629, -122.39468771468074 37.77363330465675, -122.39475802222478 37.77356637776842, -122.39481100845352 37.77350325959692, -122.39492161172625 37.77341883591385, -122.39498165242489 37.77339069111439, -122.39526340452217 37.77319689239646, -122.39537387484422 37.773102960570924, -122.3954900422818 37.77300735357649, -122.39556712671634 37.77294775260565, -122.39559590065322 37.7729076940971, -122.39569249380077 37.772836479153824, -122.39591124345394 37.77267149792465, -122.3960972396335 37.77254362399375, -122.39616277173349 37.77248435922359, -122.39614613044284 37.772424958781905, -122.39614399155417 37.77239057773846, -122.39615302501265 37.772363884648534, -122.39618473194894 37.77232498111434, -122.39621042735932 37.77229629340163, -122.39626438646349 37.772263630679326, -122.39628370922523 37.77224336727275, -122.39635073432521 37.772191514740065, -122.39640966829944 37.77215243501635, -122.39650794309321 37.772095540167676, -122.39654679163598 37.772066250220895, -122.39657461605358 37.77201998090059, -122.39662214591527 37.77196434917809, -122.3965886333653 37.771940675895614, -122.3965703382762 37.77189981871346, -122.39658749969138 37.77187418914399, -122.39663200851878 37.77184099367613, -122.39667591637325 37.77180824625327, -122.3967606212163 37.77178461410538, -122.39688450877546 37.77175983233105, -122.39696857850966 37.771739770449045, -122.39700564659154 37.771717157244154, -122.39705078603623 37.77170702227132, -122.39709569551223 37.77170707623737, -122.3971224293751 37.77168656628041, -122.39713613407307 37.77163100389499, -122.39719009766881 37.771586940524806, -122.39735218608543 37.77145458835799, -122.39739375652353 37.77143084461409, -122.39752399337509 37.771384141745365, -122.39759838825366 37.771313582872416, -122.39776607586943 37.77120350416452, -122.39792330799362 37.77110355821943, -122.39802165644922 37.77103869184265, -122.39802400015381 37.77107000026157, -122.39804099987225 37.77129800007965, -122.39807400038252 37.77159499994684, -122.39812799991088 37.77180600027286, -122.39818800018534 37.77196500031931, -122.3980710000095 37.772057999839625, -122.39800499988725 37.77211000016182, -122.3979320000923 37.77216799987718, -122.3979110001759 37.77218499979739, -122.39787000016803 37.77221700005426, -122.39780099967274 37.77227200033022, -122.39557700009965 37.7740309998697, -122.39335500017638 37.77578700024079, -122.39269499985231 37.77528999973682))",91.0958904109589,75% and more
318,7522,1166,375.0,126.0,501,43.0,"POLYGON ((-122.42606999980538 37.775525000351536, -122.42597899956877 37.7750489998897, -122.4258880002305 37.77459899990477, -122.42579399962085 37.77413199984242, -122.42569999990951 37.77366600014685, -122.42560600019819 37.77320000035448, -122.42551199958855 37.77273399975523, -122.42715799975161 37.77252500022076, -122.4288020002649 37.77231600009553, -122.42885699961816 37.772590000207224, -122.42889000012842 37.77275400030142, -122.42898999968756 37.77324800007563, -122.4290850001221 37.773721999820616, -122.42917800000852 37.77418100013799, -122.42927300044309 37.774649000353925, -122.42936600032948 37.775110999837075, -122.42946000004083 37.775576999655414, -122.42781899990061 37.77578700024079, -122.42616699988974 37.77599700022965, -122.42606999980538 37.775525000351536))",74.8502994011976,70-75%
319,9136,1189,493.0,88.0,581,48.9,"POLYGON ((-122.49075199977402 37.77414300004201, -122.4906170000548 37.772276000180845, -122.4895390001543 37.77232500028635, -122.48847100029951 37.772373999649304, -122.48739800042188 37.772422999689866, -122.48633399986677 37.772471999697906, -122.48526199981403 37.77251999989171, -122.48419399995927 37.772568999835464, -122.48419596367648 37.772565654686986, -122.48417680889968 37.77242636188658, -122.48415304127388 37.77232491010694, -122.48411501199466 37.772242245354285, -122.48407222972926 37.77217836769165, -122.4840151867087 37.77211073296048, -122.4839296221779 37.772058128363525, -122.48383454987813 37.77200176529012, -122.48373947847664 37.771971705582146, -122.48363489930622 37.771934130397455, -122.48343049484983 37.77193037337498, -122.48318806111423 37.771934130397455, -122.48284580299097 37.77194164586195, -122.48262713688112 37.771949160615655, -122.48232290713881 37.77193788812983, -122.48189983747093 37.77189279816928, -122.48187513110567 37.77189058698528, -122.48186542301238 37.771894967458564, -122.48175794408021 37.77188602473172, -122.48175765212774 37.771885633478504, -122.4813311886247 37.77184817754331, -122.4808469158382 37.77180120865847, -122.48057358454838 37.771773027739314, -122.48043097699703 37.77174249786556, -122.48031510780008 37.77171196797916, -122.48014279026738 37.771643862747936, -122.48004177651029 37.77159924197174, -122.47991996495777 37.7715475764489, -122.47980409665915 37.77147242562935, -122.47971496671497 37.77140197193287, -122.47956641680803 37.77130568531889, -122.47956641680803 37.7712822007079, -122.4795456199109 37.77123523146354, -122.47951293830253 37.77115773207415, -122.47948619994808 37.77110371798871, -122.47927514616198 37.77070722412423, -122.4798949998777 37.770495999824156, -122.48069900014183 37.77022300028673, -122.48137000033657 37.77005100031816, -122.48172400033889 37.770018999834, -122.48212900039483 37.77001300022984, -122.4825910003522 37.77006899982995, -122.48291299966918 37.77013600018339, -122.4834359997259 37.770208000251756, -122.48389699985833 37.77015800034975, -122.48437999973213 37.77003899969443, -122.48476999971945 37.76998899967814, -122.485189999844 37.770070000355005, -122.48634999976028 37.77065000010176, -122.48651399979181 37.77072499979804, -122.48669899973974 37.77081000030866, -122.48709399974993 37.770885999646616, -122.48756999995102 37.77085999976979, -122.48847100029951 37.770767000162834, -122.4890880000676 37.77078500021044, -122.48980399956984 37.77089500001151, -122.49018100003671 37.77095200016683, -122.4906940000477 37.770978000011304, -122.49112900024089 37.77094999985067, -122.49184999976602 37.770821000292436, -122.49242800007433 37.770694999928665, -122.49313600007898 37.77047699989678, -122.49361800012782 37.77031100009945, -122.49382300016724 37.770282999686245, -122.49414399965929 37.770042999665854, -122.49484099979331 37.76961100008049, -122.49512799984849 37.76947699978174, -122.49544400021595 37.7693820002071, -122.49616100044146 37.76929200034804, -122.49731700015975 37.76908599980066, -122.49789100027012 37.76894300007947, -122.49854800022113 37.768758999852665, -122.5004599996247 37.76815700014091, -122.50182600030361 37.767726000035935, -122.50221200009298 37.767614999933286, -122.50256600009533 37.767534999967076, -122.50455600021499 37.767058000050106, -122.5063019999372 37.766677999950986, -122.50656399987801 37.76688300024701, -122.506816999598 37.767152999769756, -122.50712200009484 37.76773500007531, -122.50771899977143 37.76859400029413, -122.50796300016887 37.768887000336804, -122.50827699998824 37.76923399979693, -122.5086329996404 37.76950399996745, -122.5090050000844 37.76975399993007, -122.50939500007173 37.7699830000716, -122.50951499972233 37.770041000035214, -122.50984299978538 37.77018500028685, -122.51045399970566 37.77039199971348, -122.51071499982157 37.77043699969735, -122.51085399973874 37.77043699969735, -122.51101100009757 37.77043699969735, -122.51103000036414 37.77055700023068, -122.51109200028841 37.77116000008684, -122.5111240000755 37.77132300000448, -122.51094599980024 37.771343000222245, -122.50989499966391 37.771396000134196, -122.5088229996112 37.771445999909126, -122.50775099955847 37.77149499985458, -122.50668500025184 37.77154200017753, -122.50561099965097 37.77159199985373, -122.50454399962109 37.77163999990869, -122.50347300029159 37.77168899972558, -122.50240000041397 37.771738000220104, -122.50132800036126 37.77178699997206, -122.50025799995834 37.77183599969148, -122.49918300043089 37.77188500008859, -122.49811399985286 37.77193399974312, -122.49704699982303 37.771983000075224, -122.49597200029555 37.77203199966481, -122.4961150004107 37.77389800024354, -122.49625900035073 37.77576399988119, -122.49517499970412 37.77581299980518, -122.49410400037462 37.775861999696644, -122.49304400001748 37.77591100026575, -122.49195900044425 37.77596000009231, -122.49088599966831 37.776008999886386, -122.49075199977402 37.77414300004201))",84.85370051635111,75% and more
320,9505,1291,499.0,200.0,699,54.1,"POLYGON ((-122.44459299955415 37.77508599977292, -122.4444050001315 37.774149000021076, -122.44421599998562 37.77321199975512, -122.44590200033167 37.772994999818806, -122.44749700044112 37.77279000013485, -122.4491429997059 37.77257899977657, -122.44932600000399 37.77352500029862, -122.44951699979971 37.774459999926954, -122.44970799959542 37.775389999666686, -122.44920200015544 37.77545400023251, -122.44884999980293 37.77549899997585, -122.44806800017845 37.77559900033302, -122.44744300001443 37.77567799964624, -122.44647100041915 37.77580199985401, -122.44478000005024 37.77601699989315, -122.44459299955415 37.77508599977292))",71.38769670958513,70-75%
